uniprot_id,pmid,class_,primary_name,organism
P0A9A6,33581219,PS-self,ftsZ,Escherichia coli (strain K12)
P0A9A6,27725777,PS-other,ftsZ,Escherichia coli (strain K12)
P0A9A6,40174834,PS-other,ftsZ,Escherichia coli (strain K12)
Q96I24,37537343,PS-other,FUBP3,Homo sapiens
P35637,37130439,PS-self,FUS,Homo sapiens
P35637,37549257,PS-self,FUS,Homo sapiens
P35637,37782826,PS-self,FUS,Homo sapiens
P35637,34496937,PS-other,FUS,Homo sapiens
P35637,37853127,PS-other,FUS,Homo sapiens
P35637,37131610,PS-other,FUS,Homo sapiens
P35637,37094074,PS-other,FUS,Homo sapiens
P35637,37804508,PS-other,FUS,Homo sapiens
P35637,37179431,PS-other,FUS,Homo sapiens
P35637,35620440,PS-self,FUS,Homo sapiens
P35637,37851801,PS-other,FUS,Homo sapiens
P35637,35902591,PS-self,FUS,Homo sapiens
P35637,39473462,PS-other,FUS,Homo sapiens
P35637,39496836,PS-self,FUS,Homo sapiens
P35637,38971830,PS-self,FUS,Homo sapiens
P35637,35760875,PS-other,FUS,Homo sapiens
P35637,35033560,PS-other,FUS,Homo sapiens
P35637,39535884,PS-self,FUS,Homo sapiens
P35637,35662392,PS-other,FUS,Homo sapiens
P35637,35767424,PS-self,FUS,Homo sapiens
P35637,30021151,PS-self,FUS,Homo sapiens
P35637,39232584,PS-self,FUS,Homo sapiens
P35637,24268778,PS-self,FUS,Homo sapiens
P35637,38622120,PS-other,FUS,Homo sapiens
P35637,39455581,PS-self,FUS,Homo sapiens
P35637,39174527,PS-other,FUS,Homo sapiens
P35637,39556435,PS-self,FUS,Homo sapiens
P35637,39168125,PS-other,FUS,Homo sapiens
P35637,34018649,PS-other,FUS,Homo sapiens
P35637,31630970,PS-other,FUS,Homo sapiens
P35637,26317470,PS-self,FUS,Homo sapiens
P35637,34648275,PS-self,FUS,Homo sapiens
P35637,28942918,PS-self,FUS,Homo sapiens
P35637,29677513,PS-self,FUS,Homo sapiens
P35637,37790538,PS-self,FUS,Homo sapiens
P35637,38070499,PS-other,FUS,Homo sapiens
P35637,36256816,PS-self,FUS,Homo sapiens
P35637,38056002,PS-self,FUS,Homo sapiens
P35637,35551189,PS-other,FUS,Homo sapiens
P35637,36444977,PS-other,FUS,Homo sapiens
P35637,36361989,PS-other,FUS,Homo sapiens
P35637,37204199,PS-self,FUS,Homo sapiens
P35637,36690069,PS-self,FUS,Homo sapiens
P35637,37126687,PS-other,FUS,Homo sapiens
P35637,36758221,PS-self,FUS,Homo sapiens
P35637,35787038,PS-self,FUS,Homo sapiens
P35637,35238639,PS-other,FUS,Homo sapiens
P35637,30982603,PS-self,FUS,Homo sapiens
P35637,32661370,PS-self,FUS,Homo sapiens
P35637,32691043,PS-other,FUS,Homo sapiens
P35637,39642205,PS-self,FUS,Homo sapiens
P35637,29677514,PS-self,FUS,Homo sapiens
P35637,35911965,PS-other,FUS,Homo sapiens
P35637,26412307,PS-self,FUS,Homo sapiens
P35637,33947944,PS-self,FUS,Homo sapiens
P35637,37145883,PS-self,FUS,Homo sapiens
P56959,36526633,PS-other,Fus,Mus musculus
P35637,36529289,PS-other,FUS,Homo sapiens
P35637,37098348,PS-self,FUS,Homo sapiens
P35637,36931259,PS-other,FUS,Homo sapiens
P35637,37000871,PS-other,FUS,Homo sapiens
P35637,37231298,PS-self,FUS,Homo sapiens
P35637,33650968,PS-other,FUS,Homo sapiens
P35637,32929202,PS-other,FUS,Homo sapiens
P35637,39901566,PS-other,FUS,Homo sapiens
P35637,28306503,PS-self,FUS,Homo sapiens
P35637,38049424,PS-other,FUS,Homo sapiens
P35637,39747573,PS-self,FUS,Homo sapiens
P35637,38086853,PS-other,FUS,Homo sapiens
P35637,34759379,PS-self,FUS,Homo sapiens
P35637,28924037,PS-self,FUS,Homo sapiens
P35637,35203243,PS-other,FUS,Homo sapiens
P35637,28790177,PS-self,FUS,Homo sapiens
P35637,33159856,PS-self,FUS,Homo sapiens
P35637,38326345,PS-self,FUS,Homo sapiens
P35637,38320550,PS-other,FUS,Homo sapiens
P35637,35445401,PS-other,FUS,Homo sapiens
P35637,29425497,PS-other,FUS,Homo sapiens
P35637,39779212,PS-other,FUS,Homo sapiens
P56959,33159853,PS-self,Fus,Mus musculus
P35637,33200826,PS-self,FUS,Homo sapiens
P35637,33512148,PS-self,FUS,Homo sapiens
P35637,40164149,PS-self,FUS,Homo sapiens
P35637,39920231,PS-self,FUS,Homo sapiens
P35637,40087540,PS-other,FUS,Homo sapiens
P35637,31437398,PS-self,FUS,Homo sapiens
P35637,34552246,PS-other,FUS,Homo sapiens
P35637,29650702,PS-self,FUS,Homo sapiens
P35637,34251416,PS-other,FUS,Homo sapiens
P35637,34131277,PS-other,FUS,Homo sapiens
P35637,33229560,PS-self,FUS,Homo sapiens
P35637,35325593,PS-other,FUS,Homo sapiens
P56959,37748139,PS-self,Fus,Mus musculus
P35637,24267890,PS-self,FUS,Homo sapiens
P35637,31270472,PS-self,FUS,Homo sapiens
P35637,34487489,PS-self,FUS,Homo sapiens
P35637,35858576,PS-other,FUS,Homo sapiens
P56959,34605568,PS-self,Fus,Mus musculus
P35637,32231288,PS-self,FUS,Homo sapiens
P35637,31805282,PS-self,FUS,Homo sapiens
P35637,29932899,PS-other,FUS,Homo sapiens
P35637,39052476,PS-self,FUS,Homo sapiens
P35637,33857479,PS-other,FUS,Homo sapiens
P35637,34059832,PS-self,FUS,Homo sapiens
P35637,34862761,PS-self,FUS,Homo sapiens
P35637,38316988,PS-other,FUS,Homo sapiens
P35637,35366418,PS-self,FUS,Homo sapiens
P35637,30500534,PS-self,FUS,Homo sapiens
P35637,31171724,PS-other,FUS,Homo sapiens
P35637,38172614,PS-other,FUS,Homo sapiens
P35637,33349959,PS-self,FUS,Homo sapiens
P35637,33607084,PS-self,FUS,Homo sapiens
P35637,31019288,PS-other,FUS,Homo sapiens
P35637,39591966,PS-other,FUS,Homo sapiens
P35637,33097688,PS-other,FUS,Homo sapiens
P35637,38782886,PS-self,FUS,Homo sapiens
P35637,28377462,PS-other,FUS,Homo sapiens
P35637,29677515,PS-self,FUS,Homo sapiens
P35637,39112465,PS-other,FUS,Homo sapiens
P35637,39592606,PS-other,FUS,Homo sapiens
P35637,30893049,PS-other,FUS,Homo sapiens
P35637,33738926,PS-other,FUS,Homo sapiens
P35637,33547841,PS-self,FUS,Homo sapiens
P35637,26283796,PS-self,FUS,Homo sapiens
P35637,30826182,PS-other,FUS,Homo sapiens
P35637,26286827,PS-self,FUS,Homo sapiens
P35637,34588591,PS-other,FUS,Homo sapiens
P35637,35384603,PS-self,FUS,Homo sapiens
P35637,30442662,PS-other,FUS,Homo sapiens
P35637,38231854,PS-self,FUS,Homo sapiens
P35637,26526393,PS-self,FUS,Homo sapiens
P35637,33597515,PS-self,FUS,Homo sapiens
P35637,34163069,PS-other,FUS,Homo sapiens
P35637,33704371,PS-other,FUS,Homo sapiens
Q9BJZ5,29772202,PS-other,fus,Drosophila melanogaster
P35637,22579281,PS-self,FUS,Homo sapiens
P35637,30937520,PS-self,FUS,Homo sapiens
P35637,26455390,PS-self,FUS,Homo sapiens
P35637,22579282,PS-self,FUS,Homo sapiens
P35637,34233002,PS-other,FUS,Homo sapiens
Q16273,34357401,PS-other,FUS-CHOP,Homo sapiens
Q16273,39112465,PS-other,FUS-CHOP,Homo sapiens
P11710,36762978,PS-other,FUS1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P16892,36108633,PS-other,FUS3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P51114,32302570,PS-other,FXR1,Homo sapiens
P51114,38587486,PS-self,FXR1,Homo sapiens
Q61584,36173540,PS-other,Fxr1,Mus musculus
P51114,39106863,PS-other,FXR1,Homo sapiens
Q61584,32328638,PS-other,Fxr1,Mus musculus
P51114,34251416,PS-other,FXR1,Homo sapiens
P51116,38587486,PS-other,FXR2,Homo sapiens
Q6NLV4,31043738,PS-other,FY,Arabidopsis thaliana
P06241,36258016,PS-other,FYN,Homo sapiens
P06241,30397184,PS-other,FYN,Homo sapiens
Q9H461,36266931,PS-other,FZD8,Homo sapiens
Q13283,36256816,PS-self,G3BP1,Homo sapiens
Q13283,36768868,PS-other,G3BP1,Homo sapiens
Q13283,36150385,PS-other,G3BP1,Homo sapiens
Q13283,36692217,PS-self,G3BP1,Homo sapiens
Q13283,37437058,PS-other,G3BP1,Homo sapiens
Q13283,37398029,PS-other,G3BP1,Homo sapiens
Q13283,39673974,PS-other,G3BP1,Homo sapiens
Q13283,27768896,PS-other,G3BP1,Homo sapiens
P97855,35674408,PS-other,G3bp1,Mus musculus
Q13283,36806943,PS-other,G3BP1,Homo sapiens
Q13283,32302572,PS-other,G3BP1,Homo sapiens
Q13283,36645339,PS-other,G3BP1,Homo sapiens
Q13283,37401177,PS-other,G3BP1,Homo sapiens
Q13283,37968398,PS-other,G3BP1,Homo sapiens
Q13283,38012130,PS-other,G3BP1,Homo sapiens
Q13283,37105967,PS-other,G3BP1,Homo sapiens
Q13283,36738734,PS-other,G3BP1,Homo sapiens
Q13283,36151083,PS-other,G3BP1,Homo sapiens
Q13283,34400613,PS-other,G3BP1,Homo sapiens
Q13283,32451507,PS-other,G3BP1,Homo sapiens
Q13283,32302570,PS-other,G3BP1,Homo sapiens
Q13283,38714852,PS-other,G3BP1,Homo sapiens
Q13283,39642205,PS-other,G3BP1,Homo sapiens
Q13283,39306064,PS-other,G3BP1,Homo sapiens
Q13283,39222785,PS-other,G3BP1,Homo sapiens
Q13283,39704478,PS-self,G3BP1,Homo sapiens
Q13283,26777405,PS-other,G3BP1,Homo sapiens
Q13283,37710015,PS-other,G3BP1,Homo sapiens
Q13283,36931259,PS-other,G3BP1,Homo sapiens
Q13283,35902691,PS-other,G3BP1,Homo sapiens
Q13283,36755024,PS-other,G3BP1,Homo sapiens
Q13283,36350614,PS-other,G3BP1,Homo sapiens
Q13283,38987300,PS-other,G3BP1,Homo sapiens
Q13283,35652658,PS-other,G3BP1,Homo sapiens
Q13283,36279435,PS-other,G3BP1,Homo sapiens
Q13283,32302571,PS-other,G3BP1,Homo sapiens
Q13283,34780058,PS-other,G3BP1,Homo sapiens
Q13283,31956030,PS-other,G3BP1,Homo sapiens
Q13283,29262335,PS-other,G3BP1,Homo sapiens
Q13283,34552246,PS-other,G3BP1,Homo sapiens
Q13283,38086853,PS-other,G3BP1,Homo sapiens
P97855,32692974,PS-other,G3bp1,Mus musculus
Q13283,32692974,PS-self,G3BP1,Homo sapiens
Q13283,35072355,PS-other,G3BP1,Homo sapiens
Q13283,38654122,PS-other,G3BP1,Homo sapiens
Q13283,30893049,PS-other,G3BP1,Homo sapiens
Q13283,28377462,PS-other,G3BP1,Homo sapiens
Q13283,29463567,PS-other,G3BP1,Homo sapiens
Q13283,39637853,PS-other,G3BP1,Homo sapiens
Q13283,40090627,PS-other,G3BP1,Homo sapiens
Q13283,39779212,PS-other,G3BP1,Homo sapiens
Q13283,40145738,PS-other,G3BP1,Homo sapiens
Q13283,40087540,PS-other,G3BP1,Homo sapiens
Q13283,39951026,PS-other,G3BP1,Homo sapiens
Q13283,39079611,PS-other,G3BP1,Homo sapiens
Q13283,31772125,PS-other,G3BP1,Homo sapiens
Q13283,34779554,PS-other,G3BP1,Homo sapiens
Q13283,39621905,PS-other,G3BP1,Homo sapiens
Q13283,33479219,PS-other,G3BP1,Homo sapiens
Q13283,35040963,PS-other,G3BP1,Homo sapiens
Q13283,22837213,PS-other,G3BP1,Homo sapiens
Q13283,37471224,PS-other,G3BP1,Homo sapiens
Q13283,33495715,PS-self,G3BP1,Homo sapiens
Q13283,39097054,PS-other,G3BP1,Homo sapiens
Q13283,33479198,PS-other,G3BP1,Homo sapiens
Q13283,38750080,PS-other,G3BP1,Homo sapiens
Q9UN86,33495715,PS-self,G3BP2,Homo sapiens
Q9UN86,32692974,PS-other,G3BP2,Homo sapiens
Q9UN86,26238190,PS-other,G3BP2,Homo sapiens
Q9UN86,40145738,PS-other,G3BP2,Homo sapiens
Q9UN86,39951026,PS-other,G3BP2,Homo sapiens
Q9UN86,28377462,PS-other,G3BP2,Homo sapiens
Q9UN86,35652658,PS-other,G3BP2,Homo sapiens
Q9UN86,32302572,PS-other,G3BP2,Homo sapiens
Q9UN86,37398029,PS-other,G3BP2,Homo sapiens
P97379,37230995,PS-other,G3bp2,Mus musculus
Q9UN86,39306064,PS-other,G3BP2,Homo sapiens
Q9UN86,34400613,PS-other,G3BP2,Homo sapiens
P62813,33139925,PS-other,Gabra1,Rattus norvegicus
P23576,33139925,PS-other,Gabra2,Rattus norvegicus
P20236,33139925,PS-other,Gabra3,Rattus norvegicus
P12493,32320662,PS-self,gag,Human immunodeficiency virus type 1 group M subtype B (isolate NY5)
Q79665,37385580,PS-self,gag,Human immunodeficiency virus type 1 group O (isolate MVP5180)
Q77372,36001979,PS-self,gag,Human immunodeficiency virus type 1 group O (isolate ANT70)
P03322,37328094,PS-self,gag,Rous sarcoma virus subgroup C (strain Prague)
P19659,30449618,PS-other,GAL11,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P19659,39717019,PS-other,GAL11,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P19659,36327976,PS-other,GAL11,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
H9C955,38515267,PS-other,GAPDH,Nicotiana benthamiana
P28007,33836082,PS-other,GAR1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P28007,26359986,PS-other,GAR1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
A0A1L8HLZ2,35607824,PS-other,gar1.S,Xenopus laevis
A0A1L8HLZ2,37943867,PS-other,gar1.S,Xenopus laevis
P41891,37284815,PS-other,gar2,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
Q9TYK1,36329008,PS-other,garr-1,Caenorhabditis elegans
Q9CZD3,36738734,PS-other,Gars1,Mus musculus
P41250,36738734,PS-other,GARS1,Homo sapiens
P23771,30833784,PS-self,GATA3,Homo sapiens
P23772,33159853,PS-self,Gata3,Mus musculus
P25555,26359986,PS-other,GBP2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
F4I2I5,34040255,PS-other,GBPL1,Arabidopsis thaliana
F4KG14,34040255,PS-self,GBPL3,Arabidopsis thaliana
F4KG14,38773271,PS-other,GBPL3,Arabidopsis thaliana
Q96CN9,32668013,PS-other,GCC1,Homo sapiens
Q8IWJ2,32668013,PS-other,GCC2,Homo sapiens
P32501,32293990,PS-other,GCD6,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P03069,39717019,PS-other,GCN4,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P03069,30449618,PS-other,GCN4,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P42212,27392146,PS-other,GFP,Aequorea victoria
Q68FF6,32780989,PS-self,Git1,Mus musculus
Q53GS7,30893049,PS-other,GLE1,Homo sapiens
Q9XW62,40082670,PS-other,glel-1,Caenorhabditis elegans
P34689,34223818,PS-other,glh-1,Caenorhabditis elegans
P34689,39354132,PS-other,glh-1,Caenorhabditis elegans
P34689,32245789,PS-other,glh-1,Caenorhabditis elegans
P34689,30833787,PS-other,glh-1,Caenorhabditis elegans
P34689,36070689,PS-other,glh-1,Caenorhabditis elegans
P34689,35801939,PS-other,glh-1,Caenorhabditis elegans
Q966L9,37505984,PS-other,glh-2,Caenorhabditis elegans
O76743,36070689,PS-other,glh-4,Caenorhabditis elegans
Q61602,27220849,PS-other,Gli3,Mus musculus
Q9H4G4,34298062,PS-other,GLIPR2,Homo sapiens
P32288,31285266,PS-other,GLN1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P20781,33139925,PS-other,Glrb,Rattus norvegicus
P0AC88,37191277,PS-other,gmd,Escherichia coli (strain K12)
Q13823,30981631,PS-other,GNL2,Homo sapiens
Q92805,32668013,PS-other,GOLGA1,Homo sapiens
Q08379,32668013,PS-other,GOLGA2,Homo sapiens
Q08379,38992139,PS-other,GOLGA2,Homo sapiens
Q08378,32668013,PS-other,GOLGA3,Homo sapiens
Q13439,32668013,PS-other,GOLGA4,Homo sapiens
Q9BQQ3,38917877,PS-self,GORASP1,Homo sapiens
Q9H8Y8,38917877,PS-self,GORASP2,Homo sapiens
Q03555,33139925,PS-other,Gphn,Rattus norvegicus
P06744,35490741,PS-other,GPI,Homo sapiens
Q86YR5,30404823,PS-other,GPSM1,Homo sapiens
Q86YR5,38264908,PS-other,GPSM1,Homo sapiens
Q8VDU0,39218187,PS-other,Gpsm2,Mus musculus
P62993,27056844,PS-other,GRB2,Homo sapiens
P62993,31268421,PS-other,GRB2,Homo sapiens
P62993,33080222,PS-other,GRB2,Homo sapiens
P62993,30846600,PS-other,GRB2,Homo sapiens
Q60631,36460640,PS-other,Grb2,Mus musculus
P62993,36322659,PS-other,GRB2,Homo sapiens
P62993,37126554,PS-other,GRB2,Homo sapiens
Q04410,38923199,PS-self,GRH1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q12879,36693856,PS-other,GRIN2A,Homo sapiens
Q00960,33235361,PS-other,Grin2b,Rattus norvegicus
Q01097,31492534,PS-other,Grin2b,Mus musculus
Q00960,36827181,PS-other,Grin2b,Rattus norvegicus
Q01097,33927400,PS-other,Grin2b,Mus musculus
Q01097,38452102,PS-other,Grin2b,Mus musculus
Q3TCV3,35298330,PS-other,Gsap,Mus musculus
A4D1B5,35298330,PS-self,GSAP,Homo sapiens
P49841,35790738,PS-self,GSK3B,Homo sapiens
P49841,38279052,PS-other,GSK3B,Homo sapiens
Q21351,31378567,PS-other,gtbp-1,Caenorhabditis elegans
A8E612,35607824,PS-other,gtpbp4.L,Xenopus laevis
P46655,26359986,PS-other,GUS1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
D5DYJ4,38553608,PS-self,gvpU,Priestia megaterium (strain ATCC 12872 / QMB1551)
P04776,37770422,PS-self,GY1,Glycine max
P04776,37968398,PS-self,GY1,Glycine max
P04776,37217523,PS-self,GY1,Glycine max
Q16046,35490741,PS-other,H-RAS,Homo sapiens
P07305,35140358,PS-other,H1-0,Homo sapiens
G3N131,34422830,PS-other,H1-1,Bos taurus
Q92522,35140358,PS-other,H1-10,Homo sapiens
P16403,35140358,PS-other,H1-2,Homo sapiens
P16403,34108453,PS-other,H1-2,Homo sapiens
P16402,35140358,PS-self,H1-3,Homo sapiens
P10412,37432033,PS-other,H1-4,Homo sapiens
P10412,32111972,PS-other,H1-4,Homo sapiens
P10412,31543265,PS-other,H1-4,Homo sapiens
P16401,30301810,PS-other,H1-5,Homo sapiens
P16401,35140358,PS-other,H1-5,Homo sapiens
Q8IZA3,37689690,PS-self,H1-8,Homo sapiens
P60008,35484234,PS-other,H1-9P,Homo sapiens
P60008,31952807,PS-other,H1-9P,Homo sapiens
P60008,37468629,PS-other,H1-9P,Homo sapiens
Q92646,31952807,PS-other,H2A/k,Homo sapiens
P0C0S8,33852305,PS-other,H2AC11,Homo sapiens
P84243,35158124,PS-other,H3-3A,Homo sapiens
P68433,37072228,PS-other,H3c1,Mus musculus
Q71DI3,38459060,PS-other,H3C15,Homo sapiens
P62805,35158124,PS-other,H4C1,Homo sapiens
P62806,37279389,PS-other,H4c1,Mus musculus
P62805,37116470,PS-other,H4C1,Homo sapiens
P62805,36795767,PS-other,H4C1,Homo sapiens
P62805,36795767,PS-other,H4C1,Homo sapiens
P12081,36738734,PS-other,HARS1,Homo sapiens
O00165,38769438,PS-other,HAX1,Homo sapiens
P01942,37794190,PS-other,Hba,Mus musculus
P02088,37794190,PS-self,Hbb-b1,Mus musculus
P51610,37851801,PS-other,HCFC1,Homo sapiens
P51610,35537448,PS-other,HCFC1,Homo sapiens
Q9UBN7,33097688,PS-other,HDAC6,Homo sapiens
Q9UBN7,39198689,PS-other,HDAC6,Homo sapiens
P42804,36797349,PS-self,HEMA1,Arabidopsis thaliana
Q7KES3,35325593,PS-other,heph,Drosophila melanogaster
Q9NEM5,39354132,PS-other,herd-1,Caenorhabditis elegans
O94992,32270036,PS-other,HEXIM1,Homo sapiens
P0A6X3,36577380,PS-other,hfq,Escherichia coli (strain K12)
B8GW92,37815915,PS-other,hfq,Caulobacter vibrioides (strain NA1000 / CB15N)
P53551,37432033,PS-other,HHO1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P61830,36854718,PS-other,HHT1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q16665,32482854,PS-other,HIF1A,Homo sapiens
P52789,39622827,PS-self,HK2,Homo sapiens
Q7BH47,34588591,PS-other,hllA,Lactococcus lactis
Q43386,39014153,PS-self,HMGA,Arabidopsis thaliana
P17096,36336658,PS-other,HMGA1,Homo sapiens
P09429,36755093,PS-self,HMGB1,Homo sapiens
Q03973,36696177,PS-other,HMO1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q03973,37432033,PS-other,HMO1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P20823,37908230,PS-self,HNF1A,Homo sapiens
P09651,36256816,PS-self,HNRNPA1,Homo sapiens
P09651,35864335,PS-other,HNRNPA1,Homo sapiens
P09651,37684240,PS-other,HNRNPA1,Homo sapiens
P09651,37973889,PS-other,HNRNPA1,Homo sapiens
P09651,38638569,PS-other,HNRNPA1,Homo sapiens
P09651,39535884,PS-self,HNRNPA1,Homo sapiens
P09651,38721279,PS-other,HNRNPA1,Homo sapiens
P09651,37130439,PS-self,HNRNPA1,Homo sapiens
P09651,26412307,PS-self,HNRNPA1,Homo sapiens
P09651,26412307,PS-self,HNRNPA1,Homo sapiens
P09651,38999934,PS-self,HNRNPA1,Homo sapiens
P09651,27768896,PS-self,HNRNPA1,Homo sapiens
P09651,23455423,PS-other,HNRNPA1,Homo sapiens
P09651,29425497,PS-other,HNRNPA1,Homo sapiens
P09651,39313323,PS-self,HNRNPA1,Homo sapiens
P09651,28709000,PS-self,HNRNPA1,Homo sapiens
P09651,34552246,PS-other,HNRNPA1,Homo sapiens
P49312,31391587,PS-other,Hnrnpa1,Mus musculus
P09651,29650702,PS-self,HNRNPA1,Homo sapiens
P09651,30728452,PS-self,HNRNPA1,Homo sapiens
P09651,38994413,PS-other,HNRNPA1,Homo sapiens
P09651,40087540,PS-other,HNRNPA1,Homo sapiens
P09651,32029630,PS-self,HNRNPA1,Homo sapiens
P09651,33744316,PS-self,HNRNPA1,Homo sapiens
P09651,35384603,PS-self,HNRNPA1,Homo sapiens
P09651,31363225,PS-other,HNRNPA1,Homo sapiens
P09651,28306503,PS-self,HNRNPA1,Homo sapiens
P09651,33577679,PS-self,HNRNPA1,Homo sapiens
P09651,30937520,PS-other,HNRNPA1,Homo sapiens
P09651,34291734,PS-self,HNRNPA1,Homo sapiens
P09651,22579281,PS-self,HNRNPA1,Homo sapiens
P09651,39356108,PS-self,HNRNPA1,Homo sapiens
P09651,30500534,PS-self,HNRNPA1,Homo sapiens
P09651,33311513,PS-self,HNRNPA1,Homo sapiens
P09651,31043593,PS-self,HNRNPA1,Homo sapiens
P09651,35858576,PS-other,HNRNPA1,Homo sapiens
P09651,26406374,PS-self,HNRNPA1,Homo sapiens
P09651,35687109,PS-other,HNRNPA1,Homo sapiens
P22626,24267890,PS-self,HNRNPA2B1,Homo sapiens
P22626,35687109,PS-other,HNRNPA2B1,Homo sapiens
P22626,29358076,PS-self,HNRNPA2B1,Homo sapiens
P22626,23455423,PS-other,HNRNPA2B1,Homo sapiens
P22626,33349959,PS-self,HNRNPA2B1,Homo sapiens
P22626,33200826,PS-self,HNRNPA2B1,Homo sapiens
P22626,34380047,PS-other,HNRNPA2B1,Homo sapiens
P22626,22579281,PS-self,HNRNPA2B1,Homo sapiens
P22626,26544936,PS-self,HNRNPA2B1,Homo sapiens
P22626,32870271,PS-self,HNRNPA2B1,Homo sapiens
P22626,38072051,PS-self,HNRNPA2B1,Homo sapiens
P22626,33469149,PS-self,HNRNPA2B1,Homo sapiens
P22626,30397184,PS-other,HNRNPA2B1,Homo sapiens
P51991,35787038,PS-self,HNRNPA3,Homo sapiens
A0A7M4CIF6,39537752,PS-self,hnrnpab,Xenopus laevis
O60812,35687109,PS-other,HNRNPCL1,Homo sapiens
Q14103,28709000,PS-other,HNRNPD,Homo sapiens
O14979,31995753,PS-self,HNRNPDL,Homo sapiens
P52597,33349959,PS-other,HNRNPF,Homo sapiens
P31943,34873036,PS-self,HNRNPH1,Homo sapiens
P61978,39941124,PS-self,HNRNPK,Homo sapiens
P61979,39824183,PS-other,Hnrnpk,Mus musculus
P61978,39824183,PS-self,HNRNPK,Homo sapiens
P61978,40011431,PS-self,HNRNPK,Homo sapiens
P61978,37248433,PS-other,HNRNPK,Homo sapiens
P14866,34916619,PS-other,HNRNPL,Homo sapiens
Q9Z2Y3,37318128,PS-other,Homer1,Mus musculus
Q86YM7,37318128,PS-other,HOMER1,Homo sapiens
Q9NSC5,37318128,PS-other,HOMER3,Homo sapiens
Q9NSC5,30078712,PS-other,HOMER3,Homo sapiens
Q9Z2X5,33235361,PS-other,Homer3,Rattus norvegicus
Q99JP6,31492534,PS-other,Homer3,Mus musculus
P31271,32386547,PS-self,HOXA13,Homo sapiens
P31269,34163069,PS-other,HOXA9,Homo sapiens
P14653,38969762,PS-self,HOXB1,Homo sapiens
P09017,38969762,PS-self,HOXC4,Homo sapiens
P35453,32386547,PS-self,HOXD13,Homo sapiens
P09016,38969762,PS-self,HOXD4,Homo sapiens
Q9VCU6,28636597,PS-other,HP1c,Drosophila melanogaster
Q8IQ92,28636597,PS-other,HP4,Drosophila melanogaster
Q960N6,28636597,PS-other,HP5,Drosophila melanogaster
Q8T0S6,36807601,PS-other,hpo,Drosophila melanogaster
W1QJL2,31285266,PS-other,HPODL_02202,Ogataea parapolymorpha (strain ATCC 26012 / BCRC 20466 / JCM 22074 / NRRL Y-7560 / DL-1)
P00492,38459060,PS-other,HPRT1,Homo sapiens
P48809,35325593,PS-other,Hrb27C,Drosophila melanogaster
A0A4P9CZP9,38657607,PS-self,HRC,Triticum aestivum
Q22037,33349959,PS-self,hrpa-1,Caenorhabditis elegans
P29295,35876801,PS-other,HRR25,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q7Z5P4,38692847,PS-self,HSD17B13,Homo sapiens
Q00613,34067147,PS-other,HSF1,Homo sapiens
Q00613,35256776,PS-self,HSF1,Homo sapiens
P10961,30605674,PS-other,HSF1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P10961,36327976,PS-other,HSF1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q00613,36971000,PS-self,HSF1,Homo sapiens
Q00613,37837696,PS-self,HSF1,Homo sapiens
Q00613,32015439,PS-other,HSF1,Homo sapiens
Q00613,40017748,PS-self,HSF1,Homo sapiens
P31539,26359986,PS-other,HSP104,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P31539,31285266,PS-other,HSP104,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P31539,31527136,PS-other,HSP104,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P15992,31285266,PS-other,HSP26,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q12329,31285266,PS-other,HSP42,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P46598,39908105,PS-other,HSP90,Candida albicans (strain SC5314 / ATCC MYA-2876)
P07900,38994413,PS-self,HSP90AA1,Homo sapiens
P08238,34385323,PS-other,HSP90AB1,Homo sapiens
P0DMV8,34385323,PS-other,HSPA1A,Homo sapiens
P0DMV8,39804774,PS-other,HSPA1A,Homo sapiens
P0DMV8,33335017,PS-other,HSPA1A,Homo sapiens
P34931,33335017,PS-other,HSPA1L,Homo sapiens
