uniprot_id,pmid,class_,primary_name,organism
Q3TKT4,33159853,PS-other,Smarca4,Mus musculus
P51532,38326345,PS-self,SMARCA4,Homo sapiens
P51532,34018649,PS-other,SMARCA4,Homo sapiens
O60264,35073946,PS-other,SMARCA5,Homo sapiens
Q12824,39095374,PS-other,SMARCB1,Homo sapiens
Q8TAQ2,37186134,PS-other,SMARCC2,Homo sapiens
Q96GM5,39095374,PS-other,SMARCD1,Homo sapiens
P32908,33568486,PS-other,SMC1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P47037,33568486,PS-other,SMC3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q12267,38985672,PS-other,SMC4,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q16637,34161763,PS-other,SMN1,Homo sapiens
Q16637,39052476,PS-other,SMN1,Homo sapiens
Q16637,34115980,PS-other,SMN1,Homo sapiens
Q16637,39602297,PS-other,SMN1,Homo sapiens
O75940,37587144,PS-other,SMNDC1,Homo sapiens
Q8BGT7,37587144,PS-other,Smndc1,Mus musculus
Q9HCE7,37549262,PS-other,SMURF1,Homo sapiens
P37840,36459561,PS-other,SNCA,Homo sapiens
P37840,37662377,PS-other,SNCA,Homo sapiens
P37840,37238596,PS-self,SNCA,Homo sapiens
P37840,38052886,PS-other,SNCA,Homo sapiens
P37840,35688132,PS-other,SNCA,Homo sapiens
P37840,37293933,PS-other,SNCA,Homo sapiens
P37840,39384788,PS-self,SNCA,Homo sapiens
P37840,35276458,PS-self,SNCA,Homo sapiens
P37840,39556435,PS-self,SNCA,Homo sapiens
P37840,37585526,PS-other,SNCA,Homo sapiens
P37840,36802433,PS-self,SNCA,Homo sapiens
P37840,38825770,PS-other,SNCA,Homo sapiens
P37840,34871547,PS-self,SNCA,Homo sapiens
P37840,39549813,PS-self,SNCA,Homo sapiens
P37840,33386842,PS-self,SNCA,Homo sapiens
O55042,39426376,PS-other,Snca,Mus musculus
P37840,38272228,PS-other,SNCA,Homo sapiens
P37840,39426376,PS-other,SNCA,Homo sapiens
P37840,39591966,PS-other,SNCA,Homo sapiens
P37840,33771571,PS-other,SNCA,Homo sapiens
P37840,33774037,PS-other,SNCA,Homo sapiens
P37840,38086853,PS-self,SNCA,Homo sapiens
P37840,34165838,PS-self,SNCA,Homo sapiens
P37840,38951707,PS-self,SNCA,Homo sapiens
P37840,38693139,PS-other,SNCA,Homo sapiens
P37840,38714700,PS-self,SNCA,Homo sapiens
P37840,39116032,PS-self,SNCA,Homo sapiens
Q16143,39384788,PS-other,SNCB,Homo sapiens
Q7KZF4,34115980,PS-other,SND1,Homo sapiens
P38956,35585082,PS-other,SNF11,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P18480,32826896,PS-other,SNF5,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9SWA6,37335899,PS-other,SNI1,Arabidopsis thaliana
P08621,36073763,PS-self,SNRNP70,Homo sapiens
Q62376,31391587,PS-other,Snrnp70,Mus musculus
P08621,39023093,PS-other,SNRNP70,Homo sapiens
P08621,31723601,PS-self,SNRNP70,Homo sapiens
Q62376,40050462,PS-self,Snrnp70,Mus musculus
P62316,38811444,PS-other,SNRPD2,Homo sapiens
P63162,36375840,PS-other,SNRPN,Homo sapiens
Q5XH16,35607824,PS-other,snu13,Xenopus laevis
P00441,39172789,PS-other,SOD1,Homo sapiens
P00441,36592929,PS-self,SOD1,Homo sapiens
P00441,35853451,PS-other,SOD1,Homo sapiens
P00441,36416085,PS-self,SOD1,Homo sapiens
P00441,28377462,PS-other,SOD1,Homo sapiens
P00441,38626504,PS-other,SOD1,Homo sapiens
P18583,39755675,PS-other,SON,Homo sapiens
P18583,38381607,PS-other,SON,Homo sapiens
P18583,39798570,PS-other,SON,Homo sapiens
Q965H3,31894537,PS-self,sop-2,Caenorhabditis elegans
O35413,38440150,PS-other,Sorbs2,Rattus norvegicus
O35413,36599935,PS-self,Sorbs2,Rattus norvegicus
Q9R1Z8,39879982,PS-other,Sorbs3,Mus musculus
Q07889,27056844,PS-other,SOS1,Homo sapiens
Q07889,30846600,PS-other,SOS1,Homo sapiens
Q07889,33080222,PS-other,SOS1,Homo sapiens
Q07889,36322659,PS-other,SOS1,Homo sapiens
Q07889,37126554,PS-other,SOS1,Homo sapiens
P48431,36309135,PS-other,SOX2,Homo sapiens
P48431,33651988,PS-other,SOX2,Homo sapiens
P48431,33597515,PS-self,SOX2,Homo sapiens
Q9VL52,31267711,PS-other,SoYb,Drosophila melanogaster
O89090,34605568,PS-self,Sp1,Mus musculus
P08047,38976739,PS-self,SP1,Homo sapiens
Q9SYX2,38066290,PS-other,SPA1,Arabidopsis thaliana
P23201,31699995,PS-self,SPA2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P23201,38802374,PS-self,SPA2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q8N0X7,37549262,PS-other,SPART,Homo sapiens
Q8TC71,38322995,PS-other,SPATA18,Homo sapiens
Q91WJ7,36827365,PS-self,Spats2l,Mus musculus
P91870,28575670,PS-other,spd-2,Caenorhabditis elegans
P91349,28575670,PS-self,spd-5,Caenorhabditis elegans
P54217,37160652,PS-self,spe-11,Caenorhabditis elegans
Q62504,34813726,PS-other,Spen,Mus musculus
P17947,37516962,PS-other,SPI1,Homo sapiens
Q9Y657,38777743,PS-self,SPIN1,Homo sapiens
Q9A6C1,36418326,PS-self,spmX,Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15)
G5EF02,39167497,PS-other,spn-4,Caenorhabditis elegans
Q72H91,34902429,PS-self,spo0C,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27)
O43791,31845799,PS-other,SPOP,Homo sapiens
Q6ZWS8,27220849,PS-other,Spop,Mus musculus
O43791,30244836,PS-other,SPOP,Homo sapiens
Q6ZWS8,37926283,PS-other,Spop,Mus musculus
Q13501,37306101,PS-other,SQSTM1,Homo sapiens
Q13501,37194327,PS-other,SQSTM1,Homo sapiens
Q13501,37802024,PS-other,SQSTM1,Homo sapiens
Q13501,37683611,PS-other,SQSTM1,Homo sapiens
Q13501,29507397,PS-other,SQSTM1,Homo sapiens
Q64337,34862482,PS-other,Sqstm1,Mus musculus
Q13501,37113335,PS-other,SQSTM1,Homo sapiens
Q13501,37192622,PS-other,SQSTM1,Homo sapiens
Q13501,36997115,PS-other,SQSTM1,Homo sapiens
Q13501,37837191,PS-other,SQSTM1,Homo sapiens
Q13501,37774095,PS-other,SQSTM1,Homo sapiens
Q13501,37847732,PS-other,SQSTM1,Homo sapiens
Q64337,31434890,PS-other,Sqstm1,Mus musculus
Q13501,34385323,PS-other,SQSTM1,Homo sapiens
Q13501,39418304,PS-other,SQSTM1,Homo sapiens
Q13501,38994016,PS-other,SQSTM1,Homo sapiens
Q13501,30853400,PS-other,SQSTM1,Homo sapiens
O08623,35477997,PS-other,Sqstm1,Rattus norvegicus
Q13501,35477997,PS-other,SQSTM1,Homo sapiens
Q13501,39774270,PS-other,SQSTM1,Homo sapiens
Q13501,33393215,PS-other,SQSTM1,Homo sapiens
Q64337,33473217,PS-other,Sqstm1,Mus musculus
Q13501,33473217,PS-other,SQSTM1,Homo sapiens
Q13501,29457785,PS-other,SQSTM1,Homo sapiens
Q13501,30126895,PS-other,SQSTM1,Homo sapiens
Q64337,31916398,PS-other,Sqstm1,Mus musculus
Q13501,29343546,PS-other,SQSTM1,Homo sapiens
Q13501,34645818,PS-other,SQSTM1,Homo sapiens
Q13501,39420095,PS-other,SQSTM1,Homo sapiens
Q13501,36701233,PS-other,SQSTM1,Homo sapiens
Q64337,33822768,PS-other,Sqstm1,Mus musculus
Q13501,33822768,PS-other,SQSTM1,Homo sapiens
Q13501,31857589,PS-other,SQSTM1,Homo sapiens
P12931,40081987,PS-self,SRC,Homo sapiens
P21507,31435012,PS-other,srmB,Escherichia coli (strain K12)
P78362,35674408,PS-other,SRPK2,Homo sapiens
Q8IYB3,29973724,PS-other,SRRM1,Homo sapiens
Q8IYB3,36150385,PS-other,SRRM1,Homo sapiens
Q8IYB3,39558160,PS-other,SRRM1,Homo sapiens
Q52KI8,31391587,PS-other,Srrm1,Mus musculus
Q8IYB3,39557835,PS-other,SRRM1,Homo sapiens
Q9UQ35,39755675,PS-other,SRRM2,Homo sapiens
Q9UQ35,35929045,PS-other,SRRM2,Homo sapiens
Q9UQ35,39798570,PS-other,SRRM2,Homo sapiens
Q9UQ35,38381607,PS-self,SRRM2,Homo sapiens
Q9UQ35,29973724,PS-other,SRRM2,Homo sapiens
Q9BXP5,39602297,PS-other,SRRT,Homo sapiens
Q9LQZ5,37798337,PS-other,SRS5,Arabidopsis thaliana
Q9FXH7,37798337,PS-other,SRS7,Arabidopsis thaliana
Q07955,38638569,PS-other,SRSF1,Homo sapiens
Q07955,39968932,PS-self,SRSF1,Homo sapiens
Q07955,31391587,PS-other,SRSF1,Homo sapiens
Q6PDM2,31391587,PS-other,Srsf1,Mus musculus
Q07955,39023093,PS-other,SRSF1,Homo sapiens
Q07955,31363225,PS-other,SRSF1,Homo sapiens
Q01130,31391587,PS-other,SRSF2,Homo sapiens
Q62093,31391587,PS-other,Srsf2,Mus musculus
Q01130,33731873,PS-other,SRSF2,Homo sapiens
Q01130,35752626,PS-other,SRSF2,Homo sapiens
Q01130,37285890,PS-self,SRSF2,Homo sapiens
Q01130,36150385,PS-other,SRSF2,Homo sapiens
Q01130,37105967,PS-other,SRSF2,Homo sapiens
Q16629,38638569,PS-other,SRSF7,Homo sapiens
Q15532,34018649,PS-other,SS18,Homo sapiens
Q62280,34215745,PS-other,Ss18,Mus musculus
Q15532,35585082,PS-self,SS18,Homo sapiens
Q15532,39468035,PS-other,SS18,Homo sapiens
Q15532,38326345,PS-self,SS18,Homo sapiens
Q8IZH1,39468035,PS-other,SS18/SSX1 fusion,Homo sapiens
P10591,31285266,PS-other,SSA1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P10592,31285266,PS-other,SSA2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P0AGE0,33020264,PS-self,ssb,Escherichia coli (strain K12)
P87222,39908105,PS-other,SSB1,Candida albicans (strain WO-1)
P38931,39320938,PS-other,SSN2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P52630,35537448,PS-other,STAT2,Homo sapiens
P42227,37279389,PS-other,Stat3,Mus musculus
P40763,31563432,PS-self,STAT3,Homo sapiens
O95793,38913026,PS-self,STAU1,Homo sapiens
P32597,32826896,PS-other,STH1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q15468,33323015,PS-other,STIL,Homo sapiens
Q86WV6,33833429,PS-self,STING1,Homo sapiens
Q13188,36807601,PS-other,STK3,Homo sapiens
Q9BXU1,34115980,PS-other,STK31,Homo sapiens
Q9UNE7,34385323,PS-other,STUB1,Homo sapiens
Q9Y0H4,37549262,PS-other,Su(dx),Drosophila melanogaster
P05205,31866201,PS-self,Su(var)205,Drosophila melanogaster
P05205,28636597,PS-self,Su(var)205,Drosophila melanogaster
P05205,30425322,PS-other,Su(var)205,Drosophila melanogaster
Q07478,31435012,PS-other,SUB2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P63165,39038850,PS-other,SUMO1,Homo sapiens
P63165,37782899,PS-self,SUMO1,Homo sapiens
P61956,35235714,PS-other,SUMO2,Homo sapiens
P61956,35442725,PS-other,SUMO2,Homo sapiens
P55854,35442725,PS-other,SUMO3,Homo sapiens
P55854,31171703,PS-other,SUMO3,Homo sapiens
P05453,39912644,PS-other,SUP35,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P05453,36762978,PS-other,SUP35,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P05453,22579281,PS-self,SUP35,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P05453,39276934,PS-other,SUP35,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P05453,31285266,PS-other,SUP35,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P05453,29301985,PS-self,SUP35,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
O74718,29301985,PS-self,sup35,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
P05453,37759770,PS-other,SUP35,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P12385,37759770,PS-other,SUP45,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P12385,38942013,PS-other,SUP45,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P12385,38025775,PS-other,SUP45,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
O00267,36762438,PS-other,SUPT5H,Homo sapiens
Q7KZ85,36603581,PS-other,SUPT6H,Homo sapiens
O75683,30981631,PS-other,SURF6,Homo sapiens
O75683,29483575,PS-other,SURF6,Homo sapiens
O75683,30498217,PS-other,SURF6,Homo sapiens
O43463,39169036,PS-other,SUV39H1,Homo sapiens
O43463,31543422,PS-other,SUV39H1,Homo sapiens
Q9H5I1,39169036,PS-other,SUV39H2,Homo sapiens
Q15022,37537343,PS-self,SUZ12,Homo sapiens
P40381,37284815,PS-other,swi6,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
P40381,39477922,PS-other,swi6,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
J9VQZ0,37217653,PS-self,SWI6,Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)
P40381,31543422,PS-other,swi6,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
P40381,31618757,PS-other,swi6,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
P41887,39040524,PS-other,swo1,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
Q21049,33208945,PS-self,syd-2,Caenorhabditis elegans
Q21049,38048304,PS-self,syd-2,Caenorhabditis elegans
Q9PUD9,32101738,PS-self,SYN I,Lampetra fluviatilis
P17600,29976799,PS-self,SYN1,Homo sapiens
P17600,38270681,PS-self,SYN1,Homo sapiens
O88935,33202250,PS-self,Syn1,Mus musculus
P17600,39223639,PS-other,SYN1,Homo sapiens
P17600,33774037,PS-self,SYN1,Homo sapiens
P17600,39947282,PS-self,SYN1,Homo sapiens
P17600,38693139,PS-other,SYN1,Homo sapiens
P09951,38552623,PS-other,Syn1,Rattus norvegicus
O88935,34496937,PS-other,Syn1,Mus musculus
O88935,37250768,PS-other,Syn1,Mus musculus
P09951,37597184,PS-self,Syn1,Rattus norvegicus
P17600,37862690,PS-self,SYN1,Homo sapiens
Q63537,37597184,PS-self,Syn2,Rattus norvegicus
Q64332,37597184,PS-other,Syn2,Mus musculus
Q92777,29976799,PS-self,SYN2,Homo sapiens
O70441,37597184,PS-self,Syn3,Rattus norvegicus
O60506,39776340,PS-self,SYNCRIP,Homo sapiens
Q7TMK9,39776340,PS-self,Syncrip,Mus musculus
Q96PV0,38452102,PS-other,SYNGAP1,Homo sapiens
Q96PV0,27565345,PS-other,SYNGAP1,Homo sapiens
Q96PV0,30078712,PS-other,SYNGAP1,Homo sapiens
F6SEU4,31492534,PS-other,Syngap1,Mus musculus
Q9QUH6,35637289,PS-other,Syngap1,Rattus norvegicus
Q62277,34496937,PS-self,Syp,Mus musculus
P08247,39223639,PS-other,SYP,Homo sapiens
P08247,39947282,PS-other,SYP,Homo sapiens
P21707,38980206,PS-self,Syt1,Rattus norvegicus
P26569,38309957,PS-other,T06B20.3,Arabidopsis thaliana
Q9FZB2,28938114,PS-other,T14L22.8,Arabidopsis thaliana
Q9SJF3,35621186,PS-other,T27G7.7,Arabidopsis thaliana
Q9SJF3,25736060,PS-other,T27G7.7,Arabidopsis thaliana
Q9NYJ8,39333690,PS-other,TAB2,Homo sapiens
Q8N5C8,39333690,PS-other,TAB3,Homo sapiens
G5ECG0,39305484,PS-self,tac-1,Caenorhabditis elegans
Q9JJ11,31249032,PS-self,Tacc3,Mus musculus
P35189,32826896,PS-self,TAF14,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q92804,37131610,PS-other,TAF15,Homo sapiens
Q92804,37094074,PS-other,TAF15,Homo sapiens
Q92804,35787038,PS-self,TAF15,Homo sapiens
Q92804,36444977,PS-other,TAF15,Homo sapiens
Q92804,35662392,PS-other,TAF15,Homo sapiens
Q92804,30937520,PS-other,TAF15,Homo sapiens
Q92804,29930090,PS-other,TAF15,Homo sapiens
Q92804,32929202,PS-other,TAF15,Homo sapiens
Q92804,35483357,PS-other,TAF15,Homo sapiens
Q92804,33097688,PS-other,TAF15,Homo sapiens
Q92804,29650702,PS-self,TAF15,Homo sapiens
Q92804,24267890,PS-self,TAF15,Homo sapiens
Q92804,26286827,PS-self,TAF15,Homo sapiens
Q92804,39112465,PS-other,TAF15,Homo sapiens
Q91WF0,34859820,PS-other,Tafazzin,Mus musculus
Q16635,38322995,PS-other,TAFAZZIN,Homo sapiens
Q96BW9,38322995,PS-other,TAMM41,Homo sapiens
Q13148,38079474,PS-self,TARDBP,Homo sapiens
Q13148,37131610,PS-other,TARDBP,Homo sapiens
Q13148,35994036,PS-other,TARDBP,Homo sapiens
Q921F2,35549000,PS-other,Tardbp,Mus musculus
Q13148,38997630,PS-self,TARDBP,Homo sapiens
Q13148,36227471,PS-self,TARDBP,Homo sapiens
Q13148,39817908,PS-self,TARDBP,Homo sapiens
Q13148,39555660,PS-other,TARDBP,Homo sapiens
Q13148,36075972,PS-self,TARDBP,Homo sapiens
Q13148,35646935,PS-other,TARDBP,Homo sapiens
Q13148,37937963,PS-other,TARDBP,Homo sapiens
Q13148,37662377,PS-other,TARDBP,Homo sapiens
Q13148,37579155,PS-self,TARDBP,Homo sapiens
Q13148,37145883,PS-self,TARDBP,Homo sapiens
Q13148,36930291,PS-other,TARDBP,Homo sapiens
Q13148,37782781,PS-self,TARDBP,Homo sapiens
Q13148,37434215,PS-self,TARDBP,Homo sapiens
Q13148,30853299,PS-other,TARDBP,Homo sapiens
Q13148,33469149,PS-self,TARDBP,Homo sapiens
Q921F2,32908311,PS-other,Tardbp,Mus musculus
Q13148,32132204,PS-self,TARDBP,Homo sapiens
Q13148,38422113,PS-other,TARDBP,Homo sapiens
Q13148,38052886,PS-other,TARDBP,Homo sapiens
Q13148,39419034,PS-other,TARDBP,Homo sapiens
A0A8I6GLU8,39419034,PS-other,Tardbp,Rattus norvegicus
Q13148,39174527,PS-other,TARDBP,Homo sapiens
Q13148,29555476,PS-other,TARDBP,Homo sapiens
Q13148,32003979,PS-self,TARDBP,Homo sapiens
Q13148,36371546,PS-self,TARDBP,Homo sapiens
Q13148,37431963,PS-self,TARDBP,Homo sapiens
Q13148,37400539,PS-other,TARDBP,Homo sapiens
Q13148,38994413,PS-other,TARDBP,Homo sapiens
Q13148,29650702,PS-self,TARDBP,Homo sapiens
Q13148,30728452,PS-self,TARDBP,Homo sapiens
Q13148,30814253,PS-self,TARDBP,Homo sapiens
Q13148,34131277,PS-other,TARDBP,Homo sapiens
Q13148,31019288,PS-other,TARDBP,Homo sapiens
Q13148,33744316,PS-self,TARDBP,Homo sapiens
Q13148,29438978,PS-self,TARDBP,Homo sapiens
Q13148,33097688,PS-other,TARDBP,Homo sapiens
Q13148,25556531,PS-other,TARDBP,Homo sapiens
Q13148,29358076,PS-other,TARDBP,Homo sapiens
Q13148,35384603,PS-self,TARDBP,Homo sapiens
Q13148,38381071,PS-other,TARDBP,Homo sapiens
Q13148,33597515,PS-self,TARDBP,Homo sapiens
Q13148,38231854,PS-self,TARDBP,Homo sapiens
Q13148,28817800,PS-other,TARDBP,Homo sapiens
Q13148,33335017,PS-self,TARDBP,Homo sapiens
Q13148,29511089,PS-self,TARDBP,Homo sapiens
Q13148,39551138,PS-other,TARDBP,Homo sapiens
Q13148,35495061,PS-other,TARDBP,Homo sapiens
Q921F2,39551138,PS-other,Tardbp,Mus musculus
Q13148,30100264,PS-self,TARDBP,Homo sapiens
Q13148,30500534,PS-self,TARDBP,Homo sapiens
Q13148,27545621,PS-self,TARDBP,Homo sapiens
Q13148,32649883,PS-self,TARDBP,Homo sapiens
Q13148,39804774,PS-other,TARDBP,Homo sapiens
Q13148,33200826,PS-self,TARDBP,Homo sapiens
Q13148,39725032,PS-other,TARDBP,Homo sapiens
Q13148,39901566,PS-self,TARDBP,Homo sapiens
Q13148,39747573,PS-other,TARDBP,Homo sapiens
Q13148,27452472,PS-other,TARDBP,Homo sapiens
Q13148,22579281,PS-self,TARDBP,Homo sapiens
Q13148,34380047,PS-self,TARDBP,Homo sapiens
Q13148,36499553,PS-self,TARDBP,Homo sapiens
Q13148,23689371,PS-self,TARDBP,Homo sapiens
Q13148,31653829,PS-self,TARDBP,Homo sapiens
Q13148,38654122,PS-other,TARDBP,Homo sapiens
Q13148,28377462,PS-other,TARDBP,Homo sapiens
Q13148,39201466,PS-other,TARDBP,Homo sapiens
Q13148,30893049,PS-other,TARDBP,Homo sapiens
Q13148,30826182,PS-self,TARDBP,Homo sapiens
Q13148,28988034,PS-self,TARDBP,Homo sapiens
Q13148,20055380,PS-other,TARDBP,Homo sapiens
Q13148,26406374,PS-self,TARDBP,Homo sapiens
Q13148,35858576,PS-other,TARDBP,Homo sapiens
Q13148,33771571,PS-other,TARDBP,Homo sapiens
Q13148,35490297,PS-other,TARDBP,Homo sapiens
P04610,40113991,PS-other,tat,Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI)
Q3UKC1,38272024,PS-other,Tax1bp1,Mus musculus
Q86VP1,36066504,PS-other,TAX1BP1,Homo sapiens
Q57VP6,38150475,PS-self,Tb08.29O4.130,Trypanosoma brucei brucei (strain 927/4 GUTat10.1)
Q9UHD2,39384753,PS-other,TBK1,Homo sapiens
Q9UHD2,33833429,PS-other,TBK1,Homo sapiens
A7MCY6,31442668,PS-other,TBKBP1,Homo sapiens
P20226,34916619,PS-self,TBP,Homo sapiens
P20226,32386547,PS-self,TBP,Homo sapiens
O15119,36383654,PS-other,TBX3,Homo sapiens
P70324,36383654,PS-self,Tbx3,Mus musculus
Q13428,37586369,PS-other,TCOF1,Homo sapiens
Q13569,37307918,PS-other,TDG,Homo sapiens
A0A151NUX6,39029469,PS-other,TDRD1,Alligator mississippiensis
Q99MV1,39029469,PS-self,Tdrd1,Mus musculus
Q9BXT4,39029469,PS-other,TDRD1,Homo sapiens
Q58EK5,39029469,PS-other,tdrd1,Danio rerio
Q9BXT4,34115980,PS-other,TDRD1,Homo sapiens
A0A8J0T993,39029469,PS-other,tdrd1.L,Xenopus laevis
Q9H7E2,34115980,PS-other,TDRD3,Homo sapiens
Q9H7E2,39097054,PS-other,TDRD3,Homo sapiens
F1R237,30086300,PS-other,tdrd6,Danio rerio
P28347,38784009,PS-other,TEAD1,Homo sapiens
P28347,31792379,PS-other,TEAD1,Homo sapiens
Q15561,33606996,PS-other,TEAD4,Homo sapiens
Q15561,37494632,PS-other,TEAD4,Homo sapiens
Q15561,33850322,PS-other,TEAD4,Homo sapiens
Q15561,36908026,PS-other,TEAD4,Homo sapiens
Q96QE5,34711968,PS-other,TEFM,Homo sapiens
Q8NDF8,38805292,PS-other,TENT4B,Homo sapiens
P54274,32579423,PS-other,TERF1,Homo sapiens
P54274,35077681,PS-self,TERF1,Homo sapiens
Q15554,35077681,PS-self,TERF2,Homo sapiens
Q15554,31171703,PS-other,TERF2,Homo sapiens
Q15554,35724929,PS-other,TERF2,Homo sapiens
Q9NYB0,35724929,PS-other,TERF2IP,Homo sapiens
Q9NYB0,35077681,PS-other,TERF2IP,Homo sapiens
O14746,37267110,PS-other,TERT,Homo sapiens
Q3URK3,34166371,PS-other,Tet1,Mus musculus
E7F958,38427557,PS-other,tet2,Danio rerio
A0A2R8Q4R6,38427557,PS-other,tet3,Danio rerio
P02787,37503577,PS-self,TF,Homo sapiens
Q00059,33619770,PS-self,TFAM,Homo sapiens
P40630,34711968,PS-other,Tfam,Mus musculus
Q00059,34711968,PS-self,TFAM,Homo sapiens
Q9H5Q4,34711968,PS-other,TFB2M,Homo sapiens
P19532,35293953,PS-self,TFE3,Homo sapiens
P19532,33290695,PS-self,TFE3,Homo sapiens
P19484,33290695,PS-self,TFEB,Homo sapiens
P19484,33290690,PS-self,TFEB,Homo sapiens
P19484,35293953,PS-self,TFEB,Homo sapiens
Q92734,37300835,PS-other,TFG,Homo sapiens
Q92734,38552623,PS-self,TFG,Homo sapiens
P52912,29298433,PS-self,Tia1,Mus musculus
P31483,27768896,PS-other,TIA1,Homo sapiens
P31483,37437058,PS-other,TIA1,Homo sapiens
P31483,37401177,PS-self,TIA1,Homo sapiens
P31483,37853127,PS-other,TIA1,Homo sapiens
P31483,36373666,PS-other,TIA1,Homo sapiens
P31483,35902691,PS-other,TIA1,Homo sapiens
P31483,35911965,PS-self,TIA1,Homo sapiens
P31483,26412307,PS-other,TIA1,Homo sapiens
P52912,36112647,PS-self,Tia1,Mus musculus
P31483,33097688,PS-other,TIA1,Homo sapiens
P31483,22579281,PS-self,TIA1,Homo sapiens
P52912,37481632,PS-other,Tia1,Mus musculus
P52912,22579281,PS-self,Tia1,Mus musculus
P31483,30893049,PS-other,TIA1,Homo sapiens
P31483,11121440,PS-other,TIA1,Homo sapiens
P31483,29457785,PS-self,TIA1,Homo sapiens
P31483,34131277,PS-other,TIA1,Homo sapiens
P31483,33621982,PS-self,TIA1,Homo sapiens
P31483,34310938,PS-self,TIA1,Homo sapiens
P31483,38193795,PS-other,TIA1,Homo sapiens
P31483,28817800,PS-self,TIA1,Homo sapiens
Q01085,29262335,PS-other,TIAL1,Homo sapiens
Q01085,39779212,PS-other,TIAL1,Homo sapiens
Q01085,30893049,PS-other,TIAL1,Homo sapiens
Q01085,38926365,PS-other,TIAL1,Homo sapiens
P70318,35994036,PS-other,Tial1,Mus musculus
P70318,37710015,PS-other,Tial1,Mus musculus
Q60610,33927400,PS-other,Tiam1,Mus musculus
Q95QV8,38161334,PS-other,tiar-1,Caenorhabditis elegans
Q9U2F5,31378567,PS-self,tiar-2,Caenorhabditis elegans
P39935,38547866,PS-other,TIF4631,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9BSI4,35077681,PS-other,TINF2,Homo sapiens
Q7Z3E1,32482854,PS-other,TIPARP,Homo sapiens
B7UM99,37649226,PS-other,tir,Escherichia coli O127:H6 (strain E2348/69 / EPEC)
Q86DA5,35098926,PS-self,tir-1,Caenorhabditis elegans
Q86DA5,34184985,PS-other,tir-1,Caenorhabditis elegans
Q07157,35198899,PS-other,TJP1,Homo sapiens
P39447,35198899,PS-other,Tjp1,Mus musculus
P39447,40015268,PS-other,Tjp1,Mus musculus
Q07157,31675499,PS-self,TJP1,Homo sapiens
Q07157,39112699,PS-other,TJP1,Homo sapiens
Q07157,39742662,PS-other,TJP1,Homo sapiens
A0A8M3AP85,31675500,PS-other,tjp1b,Danio rerio
Q9UDY2,31675499,PS-self,TJP2,Homo sapiens
A0A8M2BHQ8,31675500,PS-other,tjp3,Danio rerio
O95049,31675499,PS-self,TJP3,Homo sapiens
Q9Y490,38862544,PS-other,TLN1,Homo sapiens
Q9Y4G6,38862544,PS-other,TLN2,Homo sapiens
P0A8M6,40100851,PS-self,tmaR,Escherichia coli (strain K12)
P0A8M6,36577380,PS-other,tmaR,Escherichia coli (strain K12)
O14763,36396954,PS-other,TNFRSF10B,Homo sapiens
Q8NFZ5,31442668,PS-other,TNIP2,Homo sapiens
Q9VBP3,30100264,PS-other,Tnks,Drosophila melanogaster
Q6PFX9,38272024,PS-other,Tnks,Mus musculus
Q92973,39747573,PS-other,TNPO1,Homo sapiens
Q92973,36529289,PS-other,TNPO1,Homo sapiens
Q9UPQ9,29576456,PS-other,TNRC6B,Homo sapiens
Q9HBL0,37011205,PS-other,TNS1,Homo sapiens
Q9H0E2,40022729,PS-self,TOLLIP,Homo sapiens
