Entry,Location_SL_IDs
P11684,SL-0243
P30550,SL-0039
P55058,SL-0243; SL-0191
Q8IWA5,SL-0039; SL-0172
Q8IZT8,SL-0134
Q99884,SL-0531
Q9NQP4,SL-0191; SL-0086; SL-0173
Q9Y276,SL-0168
O14717,SL-0086
P27930,SL-0243; SL-0039
P46663,SL-0039
Q06520,SL-0086
Q13093,SL-0112
Q5VWP2,SL-0191; SL-0086; SL-0048
Q9BQA9,SL-0097
Q9BTM9,SL-0091; SL-0191
Q9NSD9,SL-0086
Q9UKY0,SL-0039
O14682,SL-0181; SL-0086; SL-0090
O94813,SL-0243
P05112,SL-0243
P15248,SL-0243
P22760,SL-0097; SL-0165
P40879,SL-0015; SL-0162; SL-0039
P78395,SL-0191; SL-0468; SL-0086; SL-0132; SL-0039
Q969S0,SL-0097
Q9NY37,SL-0015; SL-0039
O14678,SL-0097; SL-0157
O43511,SL-0039; SL-0015
O95395,SL-0134
P08758,
P25116,SL-0039
P29992,SL-0039; SL-0086
P51681,SL-0039
P84085,SL-0132; SL-0198; SL-0162; SL-0267
Q13588,SL-0162; SL-0258
Q15669,SL-0086; SL-0039
Q8NAT1,SL-0097
Q8TCT8,SL-0151; SL-0157; SL-0162
Q96KA5,SL-0097
Q9BRA2,SL-0086
Q9BWJ5,SL-0191
Q9NZQ7,SL-0039; SL-0093; SL-0231; SL-0191; SL-0147; SL-0243
Q9UN76,SL-0162; SL-0015
A2RUC4,
P19224,SL-0166; SL-0097
O75473,SL-0039; SL-0267
Q8N145,SL-0243; SL-0259; SL-0261; SL-0279
Q8N4T0,SL-0111
Q6ICL3,SL-0086; SL-0173; SL-0132
A6NC51,SL-0039; SL-0100; SL-0022
P04435,SL-0039
Q07507,SL-0111
Q8WZ94,SL-0039
Q96PB8,SL-0162
Q96RA2,SL-0039
Q9H7T0,SL-0115
A6NIZ1,SL-0039; SL-0091
P0C628,SL-0039
A0A0A6YYG2,SL-0039
Q6T423,SL-0162
Q8N323,SL-0243
A0A087WSY4,SL-0243; SL-0039
Q8IUS5,SL-0162
Q96MS3,SL-0243
P0DN81,SL-0039
Q9NUZ1,
Q3ZCT8,
Q9P2X7,
Q3B7S5,SL-0162
Q5R3I4,
Q9H0Q0,SL-0162
Q86Y29,SL-0243
Q9BR11,
A0A1B0GW35,
A6NJI9,
Q9UI54,
A1L190,SL-0191; SL-0468
O00462,SL-0158
O95571,SL-0086; SL-0191; SL-0170
P25929,SL-0039
P51795,SL-0134; SL-0100; SL-0039
Q30154,SL-0039; SL-0097; SL-0267; SL-0100; SL-0157; SL-0151
Q56P42,SL-0086; SL-0191
A4D1S5,SL-0039
P00326,SL-0086
P30044,SL-0173; SL-0086; SL-0202
P52435,SL-0191
P55145,SL-0243; SL-0096; SL-0240
P98187,SL-0097; SL-0165
Q03013,SL-0086
Q6ZSA7,SL-0039
Q96LT7,SL-0086; SL-0191; SL-0230; SL-0496; SL-0101; SL-0158; SL-0023; SL-0535; SL-0243; SL-0279; SL-0288; SL-0197; SL-0283; SL-0516; SL-0515; SL-0182
Q9BZX4,SL-0117
Q9HCX4,SL-0039; SL-0178
Q9Y282,SL-0099; SL-0068; SL-0097
O95837,
P02042,
P09326,SL-0039; SL-0370; SL-0243
P11511,SL-0097; SL-0165
P22310,SL-0097
P24539,SL-0173; SL-0168
P33947,SL-0097; SL-0134; SL-0076
P61024,
Q01726,SL-0039
Q04941,SL-0162
Q58HT5,SL-0097
Q6PIL6,SL-0039; SL-0086; SL-0204; SL-0095
Q8WWV3,SL-0170; SL-0172
Q96AA3,SL-0097
Q9BZQ4,SL-0134; SL-0089; SL-0086; SL-0279
Q9Y3A6,SL-0097; SL-0068; SL-0099
Q9Y5U4,SL-0097
P03891,SL-0168
P21730,SL-0039; SL-0088
Q86YW7,SL-0243
Q8IXB1,SL-0096
Q8TCT1,SL-0499
Q9NTN3,SL-0097
Q9NYL5,SL-0097; SL-0165
O15121,SL-0171; SL-0097
P0DP57,SL-0243
P14555,SL-0243; SL-0039; SL-0172
P30039,
P30411,SL-0039
P53634,SL-0158
P60891,
Q15006,SL-0097
Q6UXV0,SL-0039
Q86SQ3,SL-0039; SL-0243
Q86UB9,SL-0171; SL-0203
Q8WTW4,SL-0157
Q9NP77,SL-0191; SL-0086
Q9Y231,SL-0267; SL-0134
P46926,SL-0086
Q9H295,SL-0039; SL-0097; SL-0099; SL-0101
Q9H112,SL-0243
Q9NPP4,SL-0086; SL-0091; SL-0488
Q9NY56,SL-0243
Q96AT9,
Q9NPH5,SL-0086; SL-0097; SL-0039; SL-0118; SL-0191; SL-0188; SL-0198
Q9UI26,SL-0086; SL-0191
P34998,SL-0039; SL-0101
P61224,SL-0039; SL-0091; SL-0038
Q8IUX4,SL-0086; SL-0230
Q15008,
Q99720,SL-0179; SL-0183; SL-0178; SL-0088; SL-0097; SL-0162; SL-0154; SL-0038; SL-0039; SL-0288; SL-0520
Q567V2,SL-0162; SL-0168
Q6P2I3,SL-0173
Q5T215,SL-0067; SL-0095
Q5VU65,SL-0182
Q8NHM4,SL-0243
P01824,SL-0243; SL-0039
Q3SY77,SL-0162
Q9H2T7,SL-0086; SL-0191; SL-0185
P59544,SL-0162
Q5SV17,SL-0258; SL-0039
Q6PIV7,SL-0168
Q7Z7B8,SL-0243
Q8NGR1,SL-0039
Q8TD86,SL-0086; SL-0191
Q96R08,SL-0039
Q6P5R6,
P0DP07,SL-0243; SL-0039
P47884,SL-0039
Q8IZ81,
Q8NGN8,SL-0039
A0A0U1RRN3,SL-0172
P0C7V7,SL-0162
Q5VUY0,
Q63ZE4,SL-0162
Q6ZS62,SL-0162
Q6ZTK2,
Q3SXM0,SL-0086
Q6ZVK1,SL-0162
Q8N6V4,
C9J3I9,
O75935,SL-0086; SL-0048; SL-0149; SL-0251; SL-0467; SL-0469
P13686,SL-0158
P51884,SL-0111
Q70EL3,SL-0086; SL-0048; SL-0191
Q96LT4,SL-0097
Q9BUE0,SL-0191
Q9P000,SL-0191; SL-0088
O14966,SL-0039; SL-0086; SL-0198; SL-0132; SL-0134; SL-0266; SL-0272; SL-0090
O15467,SL-0243
P01568,SL-0243
P05014,SL-0243
P05109,SL-0243; SL-0086; SL-0090; SL-0039
P06703,SL-0178; SL-0086; SL-0039
P18085,SL-0132; SL-0162
P41247,SL-0173
P69891,
Q07699,SL-0039; SL-0197; SL-0280; SL-0279; SL-0243
Q14145,SL-0086; SL-0191
Q16518,SL-0086; SL-0039; SL-0165
Q8N2M4,SL-0097
Q8NA58,SL-0097
Q96FW1,SL-0086
Q9BPW8,SL-0170
Q9BPW9,SL-0165; SL-0097
Q9H015,SL-0015; SL-0024; SL-0171
Q9H7B4,SL-0086; SL-0191
P01112,SL-0039; SL-0132; SL-0134; SL-0191; SL-0086; SL-0198
P24310,SL-0168
Q5TD97,SL-0191
Q6ZYL4,SL-0191; SL-0086
Q8N4F0,SL-0243
Q96DW6,SL-0168
Q9UI95,SL-0191; SL-0251; SL-0086; SL-0468
P19623,
P50148,SL-0039; SL-0132; SL-0191; SL-0182
P62140,SL-0086; SL-0191; SL-0190; SL-0188
Q9H999,SL-0086
Q9NUQ7,SL-0095; SL-0086; SL-0191
O14521,SL-0168
O75431,SL-0172; SL-0173
P07093,SL-0112
P12104,SL-0086
P20155,SL-0243; SL-0007
P62888,SL-0086
Q5T6V5,
Q7Z5G4,SL-0134
Q8TB92,SL-0091; SL-0097
Q96DR5,SL-0243
Q96H20,SL-0086; SL-0100; SL-0191; SL-0151
Q99551,SL-0173
Q9BY49,SL-0204
Q9BZJ4,SL-0168
Q9GZV3,SL-0222; SL-0279; SL-0093; SL-0260
Q9NY72,SL-0039
Q9Y3Q3,SL-0099; SL-0068; SL-0136; SL-0097; SL-0076
Q9Y6Q1,SL-0198; SL-0251
P24666,SL-0086
Q96T53,SL-0097
Q9HAT0,SL-0117
Q9P2M1,SL-0086
O00231,SL-0191; SL-0091
O95970,SL-0243; SL-0258; SL-0086; SL-0132; SL-0095
Q5EB52,SL-0097
Q8NEB5,SL-0039
P46736,SL-0191; SL-0086; SL-0448
Q08257,SL-0091
Q7Z4I7,SL-0191; SL-0118; SL-0039
Q9H1N7,SL-0134
Q9NRW7,SL-0134; SL-0100
Q9Y6W8,SL-0039; SL-0243
Q9UIV1,SL-0191; SL-0230; SL-0495
P09917,SL-0086; SL-0181; SL-0182; SL-0198; SL-0091; SL-0178; SL-0184
P20340,SL-0134; SL-0006
P23945,SL-0039
A2VDF0,
Q9H3G5,
Q9NXK6,SL-0039
Q8IZS7,SL-0039
P58872,SL-0162
Q86XP6,SL-0243
Q5JQS5,SL-0039
Q6UXB1,SL-0243
Q8NGZ0,SL-0039
A6NL26,SL-0039
Q8NH03,SL-0039
Q8NH41,SL-0039
Q96RD0,SL-0039
Q9H9S4,
A0A0B4J1U6,SL-0039
Q6IEV9,SL-0039
Q8NGN4,SL-0039
Q8NGP8,SL-0039
A0A1B0GTI8,SL-0162
Q5W064,
A3QJZ7,
Q8IWF7,
A8MTT3,SL-0171
Q8N7C4,SL-0162
Q6ZS92,
A6NNX1,
O15245,SL-0026; SL-0015; SL-0153; SL-0024; SL-0039
P00505,SL-0170; SL-0039
P01571,SL-0243
P11766,SL-0086
P15090,SL-0086; SL-0191
P57088,SL-0097; SL-0161; SL-0178
P57730,
Q01740,SL-0097
Q6UVW9,SL-0039
Q6XZB0,SL-0039; SL-0243
Q8N8N7,SL-0086
Q969L4,SL-0191
Q9NP91,SL-0015
P17735,
P59780,SL-0132; SL-0089
Q00532,SL-0086; SL-0191
Q13636,SL-0266; SL-0267; SL-0094; SL-0206; SL-0205
Q15399,SL-0039; SL-0205; SL-0370; SL-0132
Q8N8X9,
Q9H1M4,SL-0243
Q9NVX0,SL-0048; SL-0251
Q9Y2D2,SL-0134
W5XKT8,SL-0006
O00584,SL-0243; SL-0156; SL-0096; SL-0169
O15498,SL-0091; SL-0089; SL-0134
O60896,SL-0039; SL-0162
Q13478,SL-0162
Q14330,SL-0039; SL-0089
Q14353,
Q49AM1,SL-0173; SL-0269
Q8NBQ5,SL-0095; SL-0154
Q9H061,SL-0168
Q9NY25,SL-0039
O75795,SL-0097
P52895,SL-0091
P60520,SL-0023; SL-0097; SL-0132
P69892,
Q04828,SL-0091
Q7Z4W1,SL-0015; SL-0007
Q8NEG0,
Q9H3S5,SL-0097
Q9HBK9,SL-0091
Q9HBW9,SL-0039
O96033,SL-0091; SL-0191
P51575,SL-0039
Q14627,SL-0039
Q15369,SL-0191
Q53EU6,SL-0097
Q7Z7D3,SL-0039
Q92820,SL-0112; SL-0158; SL-0161
P01011,SL-0243
Q5J8X5,SL-0162
Q9BYT1,SL-0062; SL-0245; SL-0157
P09622,SL-0170; SL-0191; SL-0117; SL-0007
Q9H0U3,SL-0039; SL-0095; SL-0097
Q9HA72,SL-0039
Q9NYQ3,SL-0204
Q5TBC7,
Q86X83,SL-0086
O60412,SL-0039
O76001,SL-0039
P60153,SL-0243
Q5J5C9,SL-0243
Q9BZJ6,SL-0039
Q2QL34,SL-0203
Q9Y6I8,SL-0203
B9EJG8,SL-0039; SL-0157
O15403,SL-0026
P30953,SL-0039
Q9NYW3,SL-0162
Q24JQ0,SL-0068
A6NMZ5,SL-0039
P58170,SL-0039
Q8N146,SL-0039
Q17R55,SL-0162
Q7Z5J8,SL-0162
Q8NGE9,SL-0039
Q8NGG8,SL-0039
Q96HV5,SL-0162
Q96R28,SL-0039
A0JD37,SL-0039
Q6XE38,SL-0243
Q8NGD1,SL-0039
Q8NGZ2,SL-0039
Q96HP4,
Q2M5E4,
Q8NG81,SL-0039
Q8NGE7,SL-0039
Q8NGZ6,SL-0039
Q969Y0,SL-0243
Q5JS37,SL-0243
Q6IF63,SL-0039
Q7Z5S9,SL-0162
Q8NGR8,SL-0039
Q8NH95,SL-0039
Q1T7F1,SL-0086
Q9UIY3,
P49223,SL-0243
Q8NAE3,
P0C842,
O14957,SL-0168
O60635,SL-0039; SL-0157
P02743,SL-0243
P14174,SL-0243; SL-0086
P35237,SL-0086
P47870,SL-0219; SL-0039; SL-0089
P60763,SL-0086; SL-0147; SL-0291; SL-0198; SL-0039; SL-0090
Q96G75,SL-0091
Q9BYG0,SL-0134
Q9NW38,SL-0086; SL-0191
A0A0B4J2F0,SL-0172
O75110,SL-0093; SL-0231; SL-0151; SL-0267; SL-0039
P28161,SL-0086
Q16674,SL-0243
Q9H237,SL-0097
Q9H4E5,SL-0039
Q9HAV0,
Q9P2S5,SL-0086; SL-0048; SL-0046; SL-0485
Q9Y271,SL-0039
Q9Y2P4,SL-0238; SL-0039
Q9Y617,
P12236,SL-0168; SL-0162
P21266,SL-0086
P68871,
Q8N5C1,SL-0162
Q8NB12,SL-0086; SL-0191
Q8WVP5,SL-0086
Q96SJ8,SL-0162
Q9BZG1,SL-0086; SL-0132; SL-0206; SL-0205; SL-0066; SL-0048; SL-0046
P00709,SL-0243
P30153,SL-0086; SL-0191; SL-0468; SL-0047; SL-0153; SL-0283
P62380,SL-0086; SL-0191
P62834,SL-0039; SL-0086; SL-0198; SL-0038; SL-0094
Q14973,SL-0039
Q9HBW0,SL-0310; SL-0039
Q9NX47,SL-0172; SL-0097; SL-0203
O43688,SL-0162; SL-0039; SL-0093; SL-0097
O95825,SL-0094
P03950,SL-0243; SL-0191; SL-0188; SL-0496
P05546,
P53816,SL-0039; SL-0086; SL-0091; SL-0198; SL-0203; SL-0171; SL-0178; SL-0157; SL-0097
P55083,SL-0111
Q14964,SL-0039; SL-0205; SL-0157; SL-0536
Q92819,SL-0039; SL-0097; SL-0498; SL-0134; SL-0158
Q96FM1,SL-0134
Q96L50,SL-0191
Q9H7F0,SL-0231; SL-0093; SL-0151
Q9HAW8,SL-0097
Q9NYW0,SL-0162
Q9UHP6,SL-0114
Q9Y5Y2,SL-0191; SL-0048; SL-0086; SL-0304; SL-0046; SL-0484
O75438,SL-0168
Q4G0N8,SL-0115
P60981,
Q9NZK5,SL-0243
Q86VX2,SL-0088
Q9HBX9,SL-0039
Q9NYY1,SL-0243
P22694,SL-0086; SL-0039; SL-0162; SL-0191
Q6NVY1,SL-0173
Q9UH77,SL-0091; SL-0090
O95620,
O15335,SL-0111
P47874,SL-0086
Q7Z3T1,SL-0039
Q8NH94,SL-0039
Q8TE69,
Q8NGN3,SL-0039
Q8TBQ9,SL-0134
O75310,SL-0165; SL-0097
P10915,SL-0111
Q7Z7J7,SL-0283; SL-0219
Q9H207,SL-0039
Q9H857,SL-0086
Q8NGD2,SL-0039
Q9UFN0,SL-0091
A0A0B4J264,SL-0039
P0DP06,SL-0243; SL-0039
Q6UWF7,SL-0243
Q8NGR9,SL-0162
P11844,
Q8NGS7,SL-0039
A0A087WV62,SL-0039
A0A5B6,SL-0039
O60397,SL-0168
P0DPF7,SL-0039
Q8NE22,
Q96RC9,SL-0039
Q9H3V2,SL-0162
A0A075B6N2,SL-0039
A0A0B4J266,SL-0039
A0A0J9YXY3,SL-0039
Q8NH93,SL-0039
Q8WVC6,
Q2M2W7,
Q8N8I0,
A3QJZ6,
H3BQJ8,SL-0039
Q8NCQ3,SL-0162
Q32M84,
P01579,SL-0243
P04406,SL-0091; SL-0191; SL-0198; SL-0162; SL-0090
P21926,SL-0039; SL-0162; SL-0466
P38571,SL-0158
P58418,SL-0039
Q8N104,SL-0243; SL-0162
Q9HBI6,SL-0097; SL-0165
O43924,SL-0091; SL-0089; SL-0087
O60701,
O75015,SL-0039; SL-0243
P07320,
P25787,SL-0086; SL-0191
P35503,SL-0097
Q14CZ7,SL-0173
Q92781,SL-0097
Q9BR01,SL-0086
Q9UHF3,SL-0099; SL-0097
Q9UNW8,SL-0039
O00469,SL-0237; SL-0086
P01742,SL-0243; SL-0039
P04141,SL-0243
P19075,SL-0039
P27487,SL-0243; SL-0039; SL-0015; SL-0290; SL-0292; SL-0038; SL-0370
P54849,SL-0162
P61962,SL-0086; SL-0191
Q8IZK6,SL-0039; SL-0151; SL-0157; SL-0231
Q9UKF6,SL-0191
O15217,SL-0086
O95992,SL-0097
Q53FV1,SL-0097
Q5SGD2,SL-0162
Q8WZ04,SL-0162; SL-0086; SL-0095
Q99928,SL-0219; SL-0039
Q9NR31,SL-0097; SL-0136; SL-0091; SL-0157
Q9UHE5,SL-0099; SL-0097
Q9Y376,SL-0086
P04271,SL-0086; SL-0191; SL-0243
P15153,SL-0086
P53675,SL-0089; SL-0072
P56537,SL-0086; SL-0188
P78382,SL-0134; SL-0132
Q6ZVE7,SL-0134
Q969Q5,SL-0091; SL-0162; SL-0022; SL-0198; SL-0251
Q96H22,SL-0191; SL-0149
Q9BYW1,SL-0039
Q9NYW4,SL-0162
Q13257,SL-0191; SL-0149; SL-0086; SL-0448
Q8IYX1,SL-0007; SL-0090
Q9Y5K1,SL-0191
P43088,SL-0039
Q99471,SL-0191; SL-0086
Q96Q80,SL-0097
Q9BXD5,SL-0086
Q9NYG2,SL-0134
P48048,SL-0039
Q7Z5H4,SL-0039
Q8N4Z0,SL-0162
O60811,
O95222,SL-0039
Q9H0V1,SL-0182
Q8NHV5,SL-0305; SL-0039
Q96K49,SL-0134
P59540,SL-0162; SL-0305
Q9H210,SL-0039
Q9GZP7,SL-0039
P0C604,SL-0039
P58181,SL-0039
Q8NFZ6,SL-0039
A6NDH6,SL-0039
P59536,SL-0162
Q6IEZ7,SL-0039
Q8N127,SL-0039
Q8NH81,SL-0039
Q8WZ92,SL-0039
A0A0B4J238,SL-0039
A0A0B4J276,SL-0039
A6NET4,SL-0039
Q6JVE9,SL-0243
Q8NGC0,SL-0039
Q96R27,SL-0039
A0A0C4DH30,SL-0243; SL-0039
A8MXY4,SL-0191
Q8N162,SL-0039
Q8NGN7,SL-0039
Q8NH02,SL-0039
A0A0B4J2H0,SL-0243; SL-0039
A8MZ26,SL-0086; SL-0117
Q2QD12,
Q8NGQ5,SL-0039
Q8NGZ9,SL-0039
Q8NHR9,SL-0086
P0CE71,
Q6UY13,SL-0243
Q6P3X3,
O43261,
Q6QAJ8,SL-0162
Q86UP9,SL-0162
Q9GZU0,
P0CF97,
Q9Y4X1,
D3W0D1,SL-0039
P01764,SL-0243; SL-0039
P12004,SL-0191
P18440,SL-0086
P22732,SL-0015; SL-0039; SL-0238
P36959,
P62745,SL-0151; SL-0039; SL-0191; SL-0467
Q15125,SL-0097; SL-0178; SL-0088
Q86Y39,SL-0168
Q8N138,SL-0097
Q8WTR2,
Q96KK4,SL-0039
Q9Y2C3,SL-0134
O75031,SL-0086; SL-0468
P35080,SL-0090
Q7Z7L7,
Q8IY31,SL-0067; SL-0046; SL-0087; SL-0066; SL-0090; SL-0132; SL-0007; SL-0086
Q99616,SL-0243
Q9BS86,SL-0007; SL-0006; SL-0243
Q9BXR5,SL-0162
Q9BZM1,SL-0243; SL-0086
O14796,
P12724,SL-0243
Q16773,SL-0091
Q4G0X4,
Q8IWT0,SL-0086; SL-0191
Q8TBE1,SL-0219
Q96LB2,SL-0039
Q9BVK2,SL-0097
Q9H1U9,SL-0168
Q9H553,SL-0097
O15305,SL-0086
O76071,SL-0086
P05413,SL-0086
P46439,SL-0086
P48059,SL-0118; SL-0039
P55774,SL-0243
P61421,SL-0162; SL-0157; SL-0071
P62487,SL-0191
Q01453,SL-0039
Q30KQ6,SL-0243
Q6ZP80,SL-0039
Q8TDX7,SL-0191; SL-0086; SL-0448; SL-0048
Q9H3S4,
O00219,SL-0039; SL-0134; SL-0267; SL-0094
O43708,SL-0086
O60779,SL-0039
P02100,
P19397,SL-0039; SL-0038; SL-0162; SL-0258
P31930,SL-0168
P52306,SL-0091; SL-0095; SL-0173; SL-0191
Q7RTV0,SL-0191; SL-0186
Q8NHS1,SL-0162
Q9NRN9,SL-0191; SL-0516; SL-0515
Q9Y258,SL-0243
Q8NEZ5,SL-0086; SL-0191; SL-0314
Q9HAW9,SL-0097
Q9UNM6,
Q9Y2C9,SL-0039; SL-0205; SL-0370; SL-0132
O75602,SL-0090; SL-0117; SL-0304
P35913,SL-0162; SL-0458
Q9UKB1,SL-0086; SL-0191
Q13838,SL-0191; SL-0186; SL-0086
Q9NQQ7,SL-0068; SL-0099
Q0VDG4,
Q15760,SL-0039
Q9Y573,SL-0090
P60983,
Q9H9Y4,SL-0086
Q9NYW7,SL-0162
P47893,SL-0039
Q9H5L6,
Q9NQT6,SL-0090
A0A0B4J1U7,SL-0243; SL-0039
A0A1W2PR19,SL-0086
Q8NG85,SL-0039
Q8NHA8,SL-0039
Q8NA23,
Q8NGC6,SL-0039
A8MUM7,
Q8N0Y3,SL-0039
Q5JRS4,SL-0039
Q8NG95,SL-0039
Q8NGG1,SL-0162
A0A584,SL-0039
Q5VZ03,
Q6P9G0,SL-0304
Q8IZ13,
Q9GZY1,SL-0086; SL-0191
Q5I0G3,
Q6PP77,SL-0039
Q5VWM3,
Q8TCA0,
Q5VT98,
Q86Y30,SL-0243
Q8TBZ9,
Q9H4G8,
Q6T311,
A4QPB2,
Q9UHT4,
O14756,SL-0165; SL-0093
P41159,SL-0243
P50897,SL-0158; SL-0243; SL-0132; SL-0095
P61160,SL-0090; SL-0280; SL-0191
P61968,
Q6UWP7,SL-0097
Q969S6,SL-0097; SL-0098; SL-0157
Q96F10,SL-0086
Q9H840,SL-0190; SL-0127; SL-0086
Q9UPY5,SL-0039; SL-0157; SL-0294
Q9Y223,SL-0091
Q9Y287,SL-0134; SL-0039; SL-0100; SL-0243
O00501,SL-0265; SL-0039
O14595,SL-0191
O60894,SL-0039
P01037,SL-0243
Q01628,SL-0039; SL-0151; SL-0093; SL-0157; SL-0198
Q695T7,SL-0039; SL-0015
Q8WVX9,SL-0203
Q92521,SL-0097
Q96L21,SL-0086
Q9BRQ8,SL-0154; SL-0039; SL-0086; SL-0171; SL-0191
Q9UMX6,SL-0039; SL-0457; SL-0458
Q9Y619,SL-0168; SL-0171
P01111,SL-0039; SL-0134
P16619,SL-0243
P16662,SL-0097
P22362,SL-0243
P47755,
P49721,SL-0086; SL-0191
P62873,
Q9UBM8,SL-0134
Q9UHG3,SL-0158
P10720,SL-0243
P39210,SL-0168
P51452,SL-0191; SL-0114
P60568,SL-0243
Q15800,SL-0097
Q8TAP4,
Q96GA7,
Q9H4Y5,
Q9NS64,SL-0086; SL-0162
O14972,SL-0101
P16442,SL-0136; SL-0243
Q13702,SL-0039; SL-0219; SL-0090
Q8WU67,SL-0162
Q969D9,SL-0243
Q96PB1,SL-0134
Q9HB29,SL-0162
P06865,SL-0158
Q6TCH7,SL-0134
Q9BTE1,SL-0090; SL-0149
Q9BYZ8,SL-0243
P54136,SL-0086; SL-0091
P36543,SL-0015; SL-0260; SL-0071
P63000,SL-0039; SL-0161; SL-0086; SL-0291; SL-0283; SL-0258; SL-0191
Q14108,SL-0157
Q96CP7,SL-0039
Q6YP21,
Q8WWZ1,SL-0086; SL-0243
Q5JVF3,SL-0086; SL-0185
Q49SQ1,SL-0039
Q5T4T1,SL-0039
O95007,SL-0039
Q8NGQ1,SL-0039
Q96A05,
P36537,SL-0165; SL-0097
Q9NVQ4,SL-0086
O75830,SL-0243
Q12999,SL-0162
Q7Z4J2,SL-0162
A5PLN9,
A0A0C4DH32,SL-0243; SL-0039
P0DPF4,SL-0039
Q8NG84,SL-0039
Q8NGD4,SL-0039
A0A0B4J1V2,SL-0243; SL-0039
A3KFT3,SL-0039
Q8NGA8,SL-0039
Q8NGN0,SL-0039
Q9P1P4,SL-0039
A6NHG9,SL-0039
Q6UWY5,SL-0243
Q8IXE1,SL-0039
Q8NGV5,SL-0039
A0A075B6R0,SL-0039
A0A0B4J1V6,SL-0243; SL-0039
A0A0B4J240,SL-0039
Q8NGV7,SL-0039
Q5VZ72,SL-0039; SL-0004
Q96LB0,SL-0039
P61236,SL-0188
A6NJY1,SL-0162
Q3KRA6,
Q9H7F4,SL-0162
A6NFY4,SL-0179
Q5SWL8,
A0A096LNP1,SL-0243
Q30KP9,SL-0243
Q9BZ98,
O14975,SL-0097; SL-0203; SL-0039; SL-0166
O15263,SL-0243
P08637,SL-0039; SL-0243
P56381,SL-0173; SL-0168
P80188,SL-0243; SL-0324; SL-0325
Q8IXU6,SL-0039; SL-0134
Q96LJ7,SL-0095
Q96SL4,SL-0243
Q9HBY0,SL-0039
Q9UHW5,SL-0086; SL-0191
Q9Y574,SL-0086
P35625,SL-0111
P46093,SL-0039
Q8IYM2,SL-0191; SL-0091
Q8TAF8,SL-0039
Q96LZ3,SL-0173
Q9BV86,SL-0191
O95214,SL-0162
P05000,SL-0243
P33764,SL-0086
P86397,SL-0173
Q19AV6,SL-0191
Q8N9A8,SL-0182; SL-0086
Q8WXG8,
Q96DZ7,SL-0157; SL-0090; SL-0286
Q9BUT1,SL-0086
Q9Y2G5,SL-0095; SL-0132
Q9Y2Q5,SL-0151; SL-0157
O15244,SL-0026; SL-0024; SL-0015
P55061,SL-0097
Q03135,SL-0134; SL-0039; SL-0035; SL-0370; SL-0266; SL-0086
Q5XLA6,SL-0086
Q6P1A2,SL-0097
Q969P5,SL-0086; SL-0191
Q96LB1,SL-0039
Q96T91,SL-0243
Q9H503,SL-0191; SL-0086
Q9ULC4,SL-0086
P21554,SL-0039; SL-0370; SL-0172; SL-0279; SL-0516
P28328,SL-0203
P30711,SL-0086
P59542,SL-0162
Q14894,SL-0086
Q15041,SL-0147; SL-0097; SL-0095
Q6NXT2,SL-0191; SL-0468
Q96NR3,SL-0039; SL-0284
Q9NP86,SL-0086
Q9NPH9,SL-0243
Q9UBX3,SL-0168
Q5TGU0,SL-0097; SL-0039
O43402,SL-0097
Q8IUR7,SL-0191; SL-0086
Q9NRZ7,SL-0097; SL-0178
P08319,SL-0086
P61966,SL-0132; SL-0089; SL-0069
Q16539,SL-0086; SL-0191
Q9HAW7,SL-0097
P56134,SL-0173; SL-0168
P38567,SL-0039
Q9H1B4,SL-0086; SL-0191
Q9Y4P8,SL-0221
Q7Z2W9,SL-0173
Q8N7P3,SL-0265; SL-0039
Q8NGS8,SL-0039
P58173,SL-0039
P60893,SL-0039; SL-0095
Q9H342,SL-0039
O76002,SL-0039
Q8NH92,SL-0039
Q8TCB6,SL-0039
Q96PL2,SL-0039; SL-0111
P59538,SL-0162
A0A0B4J237,SL-0039
Q8IYP2,SL-0243
O95522,
P0DP08,SL-0243; SL-0039
Q8IUB5,SL-0243
Q8N5J4,SL-0191
Q8NGJ3,SL-0039
Q8NGX1,SL-0039
Q9H628,
A0A0C4DH34,SL-0243; SL-0039
Q8NGB6,SL-0039
Q8NGI4,SL-0039
A6NKK0,SL-0039
Q8NGT9,SL-0039
Q8NHC5,SL-0039
Q96NJ5,
Q9GZM3,SL-0191
A0A0B4J277,SL-0039
A0A0C4DH43,SL-0243; SL-0039
Q8NH57,SL-0039
Q0Z7S8,SL-0086
H7C241,SL-0265; SL-0039
O14609,SL-0162
Q5K131,SL-0086
P0C672,SL-0162
Q5T9Z0,SL-0162
P0C7L1,SL-0243
O60756,
O14657,SL-0096; SL-0182
P0DI81,SL-0198; SL-0098; SL-0191; SL-0086
P0DI82,SL-0191; SL-0198; SL-0098; SL-0086
P32320,
Q6TFL4,SL-0197; SL-0279; SL-0086; SL-0092; SL-0009
Q8NEE6,SL-0114; SL-0048
Q8NEK8,
Q92187,SL-0134; SL-0243
Q99518,SL-0165; SL-0097
Q9BS91,SL-0134
Q9NQR9,SL-0097
Q9NX08,SL-0086; SL-0191
Q9P0S3,SL-0097
Q9Y5I7,SL-0265; SL-0039
O15455,SL-0097; SL-0100; SL-0094
O75508,SL-0265; SL-0039
P04234,SL-0039
P04839,SL-0039
P11049,SL-0039
P57729,SL-0039; SL-0161; SL-0206; SL-0205; SL-0160
P62079,SL-0039
P62875,SL-0191; SL-0188
Q16719,SL-0091
