Entry,Location_SL_IDs
Q8N129,SL-0243
Q99470,SL-0243
Q9P2S6,
E5RIL1,SL-0162
B0FP48,SL-0162
O75610,SL-0243
O95528,SL-0147; SL-0198
Q14943,SL-0039
Q96CG8,SL-0111
Q96QF0,SL-0086; SL-0191; SL-0090; SL-0291; SL-0498; SL-0048
Q9Y6J6,SL-0039; SL-0015
O14795,SL-0086; SL-0162; SL-0039; SL-0258
P26992,SL-0039
P35346,SL-0039
P35443,SL-0095; SL-0239; SL-0243; SL-0112; SL-0111
P41271,SL-0243
Q6ZVK8,
Q7LFX5,SL-0134
Q7Z5Y6,SL-0243
Q86TM3,SL-0191
Q8NBA8,SL-0086; SL-0191
Q8NHP6,SL-0097
Q9BYT9,SL-0039
Q9HCU5,SL-0097; SL-0191
Q9P1W9,
O94830,SL-0091; SL-0098; SL-0067
P00748,SL-0243
P04732,
P15516,SL-0243; SL-0173
P17024,SL-0191
P45985,SL-0086; SL-0191
Q14585,SL-0191
Q68EA5,SL-0191
Q6P1K2,SL-0191; SL-0149
Q6UWZ7,SL-0191
Q8WUM0,SL-0185; SL-0149
Q96EQ0,
Q9H9Q4,SL-0191; SL-0468
Q9Y5E3,SL-0039
O15440,SL-0026; SL-0133; SL-0100; SL-0281; SL-0015
O95070,SL-0097; SL-0134; SL-0099
P02775,SL-0243
P13945,SL-0039
P25325,SL-0086; SL-0173; SL-0261
P29274,SL-0039
P31371,SL-0243
P38435,SL-0097
P54753,SL-0039; SL-0283
Q29983,SL-0039; SL-0086
Q6ICL7,SL-0162
Q86X52,SL-0136; SL-0243
Q8IX30,SL-0243; SL-0310
Q8NCE0,SL-0191; SL-0188
Q99598,SL-0198; SL-0132; SL-0191
Q9NS71,SL-0243; SL-0281; SL-0132
Q9UHM6,SL-0039; SL-0279; SL-0283; SL-0197
Q9ULB5,SL-0039
Q9Y5Y0,SL-0039; SL-0171
O43915,SL-0243
P46778,SL-0091; SL-0086; SL-0095
Q14195,SL-0086; SL-0288
Q32M45,SL-0039
Q96N19,SL-0157
Q96RU7,SL-0191
Q9BR76,SL-0090; SL-0501
Q9H2K0,SL-0173
P49450,SL-0191; SL-0047
P51956,SL-0086; SL-0279
O75054,SL-0162
P20023,SL-0039
P78356,SL-0097; SL-0039; SL-0191; SL-0086
Q6AZY7,SL-0097; SL-0134
Q8WVQ1,SL-0097; SL-0136; SL-0039
P06681,SL-0243; SL-0310
P20742,SL-0243
Q06730,SL-0191
Q13432,SL-0048; SL-0448; SL-0251
Q7Z569,SL-0086
P36896,SL-0039
Q7Z2Z2,
Q9NP81,SL-0170
P11279,SL-0157; SL-0100; SL-0151; SL-0039; SL-0547
P55210,SL-0091; SL-0191; SL-0112
Q9P272,
Q9BRK5,SL-0133; SL-0086; SL-0039; SL-0472
Q8IZF0,SL-0039
O71037,SL-0039; SL-0274
Q7Z7J5,SL-0191
Q86TJ5,SL-0191
Q96IX9,
Q9BTV6,
Q8IYS2,SL-0162
Q6UXN7,SL-0172
Q6ZMN8,
Q8NB46,
Q9Y581,SL-0243
Q7Z5L4,SL-0172; SL-0173; SL-0117
A6NF34,SL-0162
A8MPX8,
Q8N0U6,
Q96E16,SL-0162
Q9BYU5,
Q6ZVN7,
Q8WWF6,
B1ANH7,
O14508,SL-0086
O14757,SL-0191; SL-0468; SL-0086; SL-0048
P08620,SL-0243
P20618,SL-0086; SL-0191
P49771,SL-0039; SL-0243
Q01081,SL-0191; SL-0186
Q8TDU6,SL-0039
Q8WUM9,SL-0039
Q92633,SL-0310; SL-0039; SL-0101
Q96FA3,SL-0468
Q9GZX5,SL-0191; SL-0181
Q9NVN8,SL-0188
Q9UN88,SL-0219; SL-0039
O00273,SL-0086
O95238,SL-0191
P04181,SL-0170
P04629,SL-0039; SL-0093; SL-0151; SL-0231
P20160,SL-0282
P35475,SL-0158
Q15111,SL-0086
Q15124,SL-0009; SL-0090; SL-0238
Q969Q1,SL-0086; SL-0191; SL-0315; SL-0314
Q9NXV2,SL-0091; SL-0086; SL-0191
Q9Y2Y8,SL-0281
P82930,SL-0173
Q12893,SL-0136
Q7Z3Z0,SL-0086
Q9H9J2,SL-0173; SL-0170
Q9NR33,SL-0191
Q9UBS4,SL-0096
Q9Y2X3,SL-0188; SL-0190
O14669,SL-0039
P00367,SL-0173; SL-0095
Q13112,SL-0191; SL-0086
Q14165,SL-0097
Q16555,SL-0091; SL-0090; SL-0162
Q6ZMC9,SL-0162
Q96A57,SL-0162; SL-0266; SL-0259; SL-0094; SL-0232; SL-0152; SL-0023
Q96NI6,SL-0162
Q9GZT3,SL-0173; SL-0191
Q9ULZ2,SL-0191; SL-0086; SL-0173
O15146,SL-0219
P01374,SL-0243; SL-0162
P01859,SL-0243; SL-0039
P28827,SL-0039
P49674,SL-0086; SL-0191
Q16600,SL-0191
Q4G0U5,SL-0304; SL-0086; SL-0090
Q86UN2,SL-0039; SL-0370; SL-0197; SL-0280
Q99963,SL-0086; SL-0093
Q9BVQ7,SL-0086; SL-0251; SL-0191
Q9BYR0,
Q9UDY8,SL-0198; SL-0191
Q9UMR7,SL-0039
O60729,SL-0188; SL-0190
P42224,SL-0086; SL-0191
Q96J65,SL-0097
Q9H8X9,SL-0097
Q9NUM3,SL-0267; SL-0039; SL-0198; SL-0173; SL-0191
Q5VIR6,SL-0267; SL-0100; SL-0232
Q6ZQR2,SL-0304; SL-0114; SL-0066
Q7Z7A4,SL-0086; SL-0039
Q9Y5T5,SL-0191; SL-0086
O15371,SL-0086
P09619,SL-0039; SL-0088; SL-0156
Q8NBF2,SL-0091
Q92823,SL-0039; SL-0279; SL-0243
Q9C0B1,SL-0191; SL-0186; SL-0086
P48444,SL-0086; SL-0134; SL-0076
Q13045,SL-0191; SL-0090; SL-0048; SL-0295; SL-0118
Q6UY09,SL-0294; SL-0015
Q9NR71,SL-0039; SL-0370; SL-0035; SL-0134; SL-0173; SL-0466; SL-0243
Q9UBE0,SL-0191
Q86TJ2,SL-0191
P15529,SL-0004
P17097,SL-0191
Q14439,SL-0039
Q902F9,SL-0039; SL-0274
Q9Y2A4,SL-0191
O60765,SL-0191
P60608,SL-0274
Q8N6V9,SL-0485
Q96JK4,SL-0243
Q9H3Z7,
Q3MJ13,SL-0088
A0A075B6K6,SL-0243; SL-0039
Q0VDE8,SL-0162; SL-0191
Q8N7M0,
A0A075B6I3,SL-0243; SL-0039
Q9P215,SL-0191
Q8N0Z9,SL-0162
A2RUT3,SL-0162
B1AH88,
B4DZS4,
P59036,
Q6ZRC1,
A6NFF2,
Q3ZM63,
P0DPP9,
P0DN76,
O00161,SL-0039; SL-0261
O00329,SL-0086
O76074,
O95741,SL-0086; SL-0039; SL-0101; SL-0070; SL-0197; SL-0283
P51813,SL-0086
Q00G26,SL-0154; SL-0086; SL-0173
Q14416,SL-0039; SL-0258; SL-0283
Q2M385,SL-0089; SL-0205; SL-0243
Q7Z6M3,SL-0039
Q8N414,SL-0191
Q96JI7,SL-0091; SL-0191; SL-0279; SL-0283
Q9BVS4,SL-0086
Q9NZN4,SL-0039; SL-0035; SL-0100; SL-0091
O43676,SL-0168
P30086,SL-0086
P32121,SL-0086; SL-0191; SL-0039; SL-0069; SL-0088
P61011,SL-0186; SL-0086; SL-0095
Q12905,SL-0188; SL-0086; SL-0191
Q4LDR2,SL-0162
Q8NFU5,SL-0191
Q8WVD5,SL-0162
Q96MC2,SL-0304; SL-0114
Q9NR61,SL-0039
Q9ULQ0,SL-0086
O60895,SL-0039
O75078,SL-0222; SL-0197; SL-0279
O95900,SL-0170
P43355,SL-0086; SL-0191
P52735,
Q13790,SL-0243
Q14728,SL-0179; SL-0039
Q16656,SL-0191
Q5VWJ9,SL-0093
Q96HY7,SL-0173
Q9NQT4,SL-0188; SL-0086; SL-0191
Q9P2W7,SL-0134; SL-0243; SL-0097
Q9UID6,SL-0191
Q9ULX9,SL-0191
P00441,SL-0086; SL-0191
P23469,SL-0039; SL-0086
P46019,SL-0039
Q12846,SL-0039; SL-0518; SL-0302; SL-0198
Q6STE5,SL-0191
Q9C026,SL-0086; SL-0283; SL-0259; SL-0258; SL-0090
Q9H5V8,SL-0039; SL-0243
Q9HC73,SL-0039; SL-0243
Q9NR20,SL-0086; SL-0191
Q9NXX6,SL-0191; SL-0276
Q9UDY6,SL-0086
Q9ULK0,SL-0219
O00238,SL-0039
O75616,SL-0170; SL-0168
P51570,
Q08648,SL-0243
Q6UXV4,SL-0168; SL-0173
Q7L1S5,SL-0134; SL-0243
Q86TP1,SL-0086; SL-0191; SL-0118
Q9ULB4,SL-0039
O14920,SL-0086; SL-0191; SL-0370
P19801,SL-0112; SL-0039
Q16612,SL-0086
Q96C03,SL-0172
Q6PIF6,SL-0090; SL-0293
P0C869,SL-0091; SL-0171; SL-0093
P26232,SL-0039; SL-0086; SL-0090; SL-0009; SL-0279; SL-0191
P33527,SL-0039; SL-0026
Q12824,SL-0191
Q7L0Q8,SL-0039; SL-0134; SL-0118; SL-0295
Q8NFV4,SL-0173; SL-0170
P43403,SL-0086; SL-0039
P57087,SL-0039; SL-0038; SL-0265
Q9H6S1,SL-0086
P52757,SL-0162
Q71UI9,SL-0191; SL-0468
Q8TCW7,SL-0089; SL-0111
Q9H4B8,SL-0162
Q7Z5A4,SL-0086; SL-0039
Q969Q0,SL-0086
Q96M89,
Q96S96,SL-0243
P01703,SL-0243; SL-0039
Q8N8U2,SL-0191
Q96A35,SL-0173
Q6NSX1,
Q8N5C6,SL-0191; SL-0188; SL-0086; SL-0468
Q9NRJ5,SL-0191
P04808,SL-0243
Q3MIS6,SL-0191
A0A075B6S4,SL-0243; SL-0039
Q96SF2,SL-0086
Q53S99,
Q5VXM1,SL-0162
Q9HBJ0,SL-0243
Q5JXX7,SL-0162
Q4G0N7,
A0A087WTH1,SL-0162
O60384,
Q8N4M7,
Q9UFV3,
F2Z3M2,
P11801,SL-0132; SL-0048; SL-0186; SL-0097; SL-0039; SL-0086
P12830,SL-0009; SL-0039; SL-0101; SL-0266; SL-0086; SL-0092
P50993,SL-0162; SL-0039
P51817,SL-0086; SL-0191
P78406,SL-0086; SL-0191; SL-0448; SL-0178
Q6XUX3,SL-0086; SL-0039; SL-0015; SL-0026; SL-0038
Q92956,SL-0039
Q96K78,SL-0162
Q96L46,SL-0086; SL-0039
Q9BWF2,SL-0190; SL-0188; SL-0468; SL-0086; SL-0198
P11836,SL-0039
P26599,SL-0191
Q8N100,SL-0191; SL-0197; SL-0279
Q8TDG4,SL-0191; SL-0468
Q8WWY6,SL-0191
Q96M32,SL-0091; SL-0117
Q9HCK5,SL-0230
Q9NZU0,SL-0039; SL-0222; SL-0097; SL-0118; SL-0243; SL-0279; SL-0289
Q9NZV1,SL-0243; SL-0039
Q9Y2W6,SL-0086; SL-0173
A0M8Q6,SL-0243; SL-0039
O14737,
O15360,SL-0191; SL-0086
O60825,
O75084,SL-0039; SL-0100
P00746,SL-0243
P24522,SL-0191
P35789,SL-0191
P42857,SL-0162; SL-0267; SL-0100; SL-0283; SL-0093; SL-0151; SL-0156; SL-0231; SL-0089; SL-0136; SL-0175; SL-0097
P48736,SL-0086; SL-0039
P54760,SL-0039
P82987,SL-0111
Q12864,SL-0039
Q15485,SL-0243; SL-0310
Q8IY84,
Q8TDV0,SL-0039
Q9H0C5,SL-0086
Q9HAV5,SL-0162
Q9UHQ4,SL-0097
Q9Y259,
Q9Y5L3,SL-0039; SL-0097
Q9Y6M5,SL-0039; SL-0026; SL-0089; SL-0086; SL-0097; SL-0134; SL-0182
K7EJ46,SL-0162; SL-0152
P09529,SL-0243
P42574,SL-0086
Q7Z7M8,SL-0134
Q96ER9,SL-0168
Q9BX10,
Q9C0E2,SL-0086; SL-0191
Q9GZQ3,SL-0086; SL-0191
Q9UBK5,SL-0162
Q9UP95,SL-0039
Q9Y2L1,SL-0086; SL-0188; SL-0190; SL-0191
P35249,SL-0191
P35442,
P43360,
Q96CM4,SL-0086; SL-0173; SL-0458
Q96RK4,SL-0048; SL-0305; SL-0086; SL-0485; SL-0117; SL-0066
Q9BZD2,SL-0157; SL-0151; SL-0171; SL-0039
Q9H2A9,SL-0134
Q9P0P8,SL-0170
Q9UK96,SL-0086
Q9Y6Y0,SL-0086; SL-0090; SL-0190
Q86SR1,SL-0134
Q9BUB7,SL-0168
Q9BUP0,SL-0168
Q9Y5Z0,SL-0039; SL-0132; SL-0095; SL-0101; SL-0161
Q8N465,SL-0173
Q59H18,SL-0191; SL-0086
Q86VN1,SL-0086; SL-0101; SL-0152; SL-0162; SL-0191
Q92611,SL-0097
Q9Y6K8,SL-0086
P33402,SL-0086
P42262,SL-0039; SL-0219; SL-0520
Q5GLZ8,SL-0091
P78310,SL-0039; SL-0026; SL-0265; SL-0009; SL-0243
Q8N8Q3,SL-0086; SL-0188; SL-0496
Q9Y5E4,SL-0039
Q8IUC0,
Q96ID5,SL-0219
Q86XR2,
Q8N5C7,SL-0191
Q9NYN1,
Q6NXP2,SL-0132
Q96C90,SL-0086
Q9UK10,SL-0191
A8MXZ3,
Q9H4I0,SL-0191; SL-0468
A6NFC9,SL-0039
Q6NX49,SL-0191
Q5TGY1,SL-0162
Q8IY85,
Q6UXP3,SL-0162
Q8N326,SL-0162
A0A286YF46,
Q96CX6,
A0A1B0GVT2,SL-0162
Q0VDD5,
Q6UXP9,
Q9H5L9,
O43172,SL-0191; SL-0186
O43543,SL-0191; SL-0048
P04731,
P28340,SL-0191
P35670,SL-0267; SL-0152; SL-0134; SL-0086; SL-0173
P49643,
P50151,SL-0039
P78504,SL-0162; SL-0039
Q13255,SL-0039; SL-0219; SL-0283
Q6ICB0,SL-0086; SL-0191
Q6ZMU5,SL-0238; SL-0089
Q8WWF5,SL-0097
Q92982,SL-0039; SL-0531; SL-0243
Q99795,SL-0162
Q9NXI6,SL-0097
Q9UBP4,SL-0243
Q9Y216,SL-0086; SL-0147
O15392,SL-0086; SL-0191; SL-0468; SL-0047; SL-0251; SL-0149; SL-0469
O43847,SL-0173; SL-0283
O75487,SL-0039; SL-0112
Q02556,SL-0191; SL-0086
Q04844,SL-0219; SL-0039
Q3MJ62,SL-0191
Q8IYJ1,
Q9BY77,SL-0191; SL-0186; SL-0086
Q9H2M9,SL-0086; SL-0095
Q9P2E3,SL-0172; SL-0496
O43451,SL-0015
O43776,SL-0086
P0DOX5,SL-0243; SL-0039
P10144,SL-0243; SL-0543
Q06124,SL-0086; SL-0191
Q5TBB1,SL-0191
Q7L5A8,SL-0097; SL-0165
Q7Z6R9,SL-0191
Q92772,SL-0086; SL-0191
Q9H6T0,SL-0191
Q9H9K5,SL-0039; SL-0243
Q9H9S5,SL-0134; SL-0243; SL-0238; SL-0235; SL-0086
Q9NPC7,SL-0191
Q9NQT5,SL-0086; SL-0188; SL-0191
Q9Y399,SL-0173
O60516,SL-0086; SL-0191
P11498,SL-0170
P52630,SL-0086; SL-0191
Q07960,SL-0086
Q15291,SL-0191
Q8N2R0,SL-0191
Q96EQ8,SL-0134
Q9BRT2,SL-0269; SL-0173; SL-0169; SL-0170; SL-0168
Q9UHD1,
P22894,SL-0281; SL-0111
Q14623,SL-0039; SL-0097; SL-0134; SL-0243
Q5T0T0,SL-0134; SL-0097; SL-0089; SL-0157; SL-0093
Q8IZU3,SL-0191; SL-0468; SL-0047
Q96MI9,SL-0091
Q9BYS1,
Q9NXH9,SL-0173; SL-0191; SL-0086
Q9UL63,SL-0086; SL-0091; SL-0190; SL-0300; SL-0138; SL-0258; SL-0515
Q9Y6G3,SL-0173
Q6NUI6,SL-0243; SL-0111
Q8N999,
Q8TCT7,SL-0039; SL-0134; SL-0157; SL-0100; SL-0162
P24821,SL-0111
Q96AJ1,SL-0066; SL-0191
Q9Y577,SL-0086; SL-0158
P07954,SL-0173; SL-0091; SL-0191; SL-0468
P41214,SL-0086
Q16222,SL-0091
Q9UP65,SL-0039; SL-0097; SL-0171; SL-0154
P14210,
Q8TF17,SL-0039; SL-0232
Q13555,SL-0241
Q8N9W6,SL-0086
Q5T124,SL-0090
O14709,SL-0191
Q6PEZ8,SL-0111
Q9BYQ8,
Q8NFI3,SL-0091
Q8WUY8,SL-0162
Q96DY7,
Q9NU02,
Q641Q3,SL-0243
Q5H913,
Q86WZ6,SL-0191
Q8N972,SL-0191
Q8TE96,SL-0191
Q96LQ0,
A1L3X4,
Q49AA0,SL-0191
Q5BJE1,SL-0048
Q96JF6,SL-0191
Q9BWV2,SL-0162
Q5U649,
Q9NRP4,SL-0170
Q96MZ0,
A0A1B0GW54,SL-0162
Q9H1L0,
E7EU14,
Q96NF6,
P37023,SL-0039
P59827,SL-0243; SL-0086
Q16627,SL-0243
Q6UB35,SL-0173
Q86UD4,SL-0191
Q8IZC4,
Q9BWV7,
Q9NP94,SL-0039
Q9UKG4,SL-0162
Q9UNH7,SL-0094; SL-0093; SL-0088; SL-0086; SL-0191
Q9Y336,SL-0162
P39086,SL-0039; SL-0219
P56703,SL-0111; SL-0243
P59665,SL-0243
P62256,
P81274,SL-0086; SL-0138; SL-0448; SL-0153
Q14194,SL-0086; SL-0048; SL-0251; SL-0288; SL-0090; SL-0197
Q5DX21,SL-0039
Q86Y56,SL-0086; SL-0542
Q8TDE3,SL-0243
Q96AD5,SL-0154; SL-0039; SL-0086
Q96EY4,SL-0191
Q96I15,SL-0091
Q9H4I9,SL-0168
Q9H6Q3,SL-0086; SL-0039; SL-0088
Q9Y2L5,SL-0067
A8MW95,SL-0086
P0DJI8,SL-0243
P23415,SL-0219; SL-0258; SL-0197; SL-0283; SL-0039
Q15916,SL-0191
Q6NUP7,SL-0086
Q8NES3,SL-0132; SL-0134
Q9UNK0,SL-0162
Q9Y2R4,SL-0188
Q9Y3A0,SL-0168
Q9Y6X5,SL-0039
O60573,SL-0086; SL-0230
P04001,SL-0039
P17041,SL-0191
P17302,SL-0039; SL-0124; SL-0095; SL-0038
P26045,SL-0039; SL-0090
P26196,SL-0230; SL-0086; SL-0191; SL-0495
P49638,SL-0086
Q08334,SL-0162
Q14324,
Q69384,SL-0039; SL-0274
Q7Z3Z2,SL-0458; SL-0457; SL-0101; SL-0191; SL-0086; SL-0198
Q7Z7H3,SL-0191; SL-0086; SL-0039; SL-0090
Q92674,SL-0191; SL-0047
Q93009,SL-0191; SL-0086; SL-0465; SL-0468
Q96JL9,SL-0191
Q96MM3,SL-0191
Q99650,SL-0162
Q9NXW9,SL-0086; SL-0191; SL-0188; SL-0469
P06729,SL-0039
P52790,
P54277,SL-0191
Q13017,SL-0086; SL-0039
Q6NUQ4,SL-0097
Q8NFD2,
Q96CU9,SL-0168
Q9H3M7,SL-0086; SL-0191
Q9H4F1,SL-0134
Q9NRD9,SL-0015
Q9NYZ2,SL-0168
Q9UBU9,SL-0191; SL-0190; SL-0186; SL-0185; SL-0178; SL-0086; SL-0496
Q969Y2,SL-0173; SL-0086
P33993,SL-0191; SL-0468
Q9NVK5,SL-0086
Q9UGI9,
O14522,SL-0162
Q16595,SL-0173; SL-0091
Q8N144,SL-0039; SL-0124
Q9H5U6,SL-0188; SL-0086
Q9UJ78,SL-0191
Q9H251,SL-0039
Q9UIG8,SL-0026; SL-0015; SL-0024
P0DN77,SL-0039
Q9UHV5,
P0DN78,SL-0039
P21506,SL-0191
Q8N4U5,SL-0090
Q9NVS2,SL-0173
Q5JUX0,
P34820,SL-0243
P58166,SL-0243
A0A075B6I4,SL-0243; SL-0039
Q86V87,
Q8NDY3,SL-0313
Q9BYT5,
P61570,SL-0274; SL-0039
Q3KP31,SL-0191
Q5W0V3,
Q9NXJ0,SL-0162
Q9Y2F9,SL-0091; SL-0191
A0A0C4DH73,SL-0243; SL-0039
A8MWA4,SL-0191
Q8IVN8,SL-0111
Q8IVF6,
Q86UQ5,SL-0162
P07510,SL-0219; SL-0039
P28069,SL-0191
P33991,SL-0191; SL-0468
Q13416,SL-0191
Q5T3U5,SL-0039; SL-0026; SL-0024
Q9BVI4,SL-0182; SL-0188
Q9BXT4,SL-0086
Q9UMQ6,SL-0007
O43448,SL-0086
P31689,SL-0162; SL-0086; SL-0166; SL-0191; SL-0198; SL-0173
P42677,SL-0086; SL-0188
P98164,SL-0015; SL-0327; SL-0072; SL-0283; SL-0279
Q66K64,
Q6P4I2,SL-0086; SL-0251; SL-0448; SL-0467
Q8WTS1,SL-0086; SL-0154; SL-0091
Q96IV0,SL-0086
Q9BZG2,SL-0162
Q9NZL4,
Q9Y272,SL-0039; SL-0198; SL-0191
O15031,SL-0039
P04000,SL-0162
P23284,SL-0274; SL-0096; SL-0161
P41250,SL-0086; SL-0279; SL-0243; SL-0466; SL-0173
P62241,SL-0086; SL-0162; SL-0188
Q5T1B0,SL-0086
Q6DD88,SL-0097
Q92743,SL-0039; SL-0243; SL-0091
Q9BR61,SL-0086; SL-0191
Q9BVV7,SL-0171
Q9HAP6,SL-0039; SL-0026; SL-0038; SL-0520; SL-0265
Q9P2K9,SL-0097; SL-0182; SL-0089
A0FGR9,SL-0039; SL-0097
O14734,SL-0202
O95747,SL-0086
P37231,SL-0191; SL-0086
P49407,SL-0086; SL-0191; SL-0039; SL-0069; SL-0298; SL-0088
P60329,
Q6ZRI8,
Q8WWW0,SL-0086; SL-0090
Q8WZA1,SL-0134
Q9BTE6,SL-0086
Q9HAN9,SL-0191
Q9HB89,SL-0039
Q9HCB6,SL-0111
O43309,SL-0191
P27986,
P36269,SL-0162
P51692,SL-0086; SL-0191
P54829,SL-0097
Q02487,SL-0039; SL-0092
Q15722,SL-0039
Q5D0E6,
Q5MNZ9,SL-0266; SL-0101; SL-0070; SL-0221; SL-0090
Q7Z5J1,SL-0243
Q9Y4E5,SL-0191; SL-0465; SL-0190
P27352,SL-0243
Q9P2X3,SL-0086
Q9UHI7,SL-0039
Q13291,SL-0039; SL-0243
Q8IWU9,
O43236,SL-0086; SL-0117; SL-0244; SL-0279; SL-0283; SL-0197; SL-0258; SL-0173; SL-0191
O95267,SL-0091; SL-0039; SL-0134; SL-0097
P05771,SL-0086; SL-0191; SL-0162
P07307,SL-0162
Q9UBS5,SL-0039; SL-0219; SL-0283; SL-0243
O60888,
Q16822,SL-0173
Q6ZMM2,SL-0243; SL-0111
Q8TF05,
Q96JG6,SL-0232; SL-0162
Q9Y2X0,SL-0191
O95263,
Q9H6H4,SL-0097
O00182,SL-0086; SL-0191; SL-0243
Q7RTY7,SL-0243
Q9BV99,
P09001,SL-0173
P0CG21,
Q8IVV2,SL-0302
Q9Y2H8,SL-0191
Q9Y2U2,SL-0162
Q5SRH9,
Q69YL0,
Q86XU0,SL-0191
Q7Z2Y8,SL-0091; SL-0191
Q93083,
Q96N20,SL-0191
Q9BUA6,
A0A0K0K1E9,SL-0039
A1L1A6,SL-0039
Q6V702,SL-0086; SL-0191
Q9HCZ1,SL-0191
Q75LS8,
Q8WWF1,SL-0243
Q9H0P7,
A4D1F6,
A6NFT4,SL-0304
P0DJH9,
Q8N8J0,
Q9HAA7,
O14907,SL-0086; SL-0191; SL-0039
O14925,SL-0168
O95977,SL-0039
P12694,SL-0170
P47712,SL-0086; SL-0134; SL-0178
P47756,SL-0090; SL-0313
Q15835,SL-0162; SL-0458
Q8NCW6,SL-0134
Q9BYX7,SL-0090
Q9H427,SL-0162
Q9NWT6,SL-0191; SL-0086; SL-0198
Q9UHK6,SL-0204; SL-0173
O00187,SL-0243; SL-0310
O15131,SL-0086
O60749,SL-0093; SL-0291
P23276,SL-0039
P68133,SL-0090
Q08AG7,SL-0048; SL-0251
Q4KMG9,SL-0162
Q9NWY4,SL-0468; SL-0191
Q9Y478,
O00391,SL-0134; SL-0243
O60755,SL-0039
O75326,SL-0039
P00742,SL-0243
P17661,SL-0314; SL-0086; SL-0238; SL-0191; SL-0456; SL-0178
P42285,SL-0190; SL-0188; SL-0191; SL-0186
P50914,SL-0086
P82914,SL-0170
Q12933,SL-0086
Q13190,SL-0099; SL-0134
Q16644,SL-0191; SL-0086
Q8TCG2,SL-0091; SL-0134; SL-0097; SL-0039; SL-0093
Q92901,
Q96AC1,SL-0086; SL-0138; SL-0090; SL-0501; SL-0118; SL-0162; SL-0292; SL-0191; SL-0478; SL-0310
Q9BY27,SL-0191
Q9HAZ1,SL-0191
Q9Y3D0,SL-0191; SL-0251; SL-0469
O75121,SL-0039; SL-0191; SL-0086
O95870,SL-0162
P01133,SL-0162
P02808,SL-0243
P04632,SL-0086; SL-0039
P14679,SL-0160; SL-0161
P24158,SL-0281; SL-0243; SL-0039; SL-0370
P53350,SL-0191; SL-0149; SL-0048; SL-0251; SL-0469
Q05513,SL-0086; SL-0101; SL-0038; SL-0162
Q15819,
Q6GTS8,SL-0243
Q8N752,SL-0086
Q969P0,SL-0039
Q9NY99,SL-0238; SL-0090
P20248,SL-0191; SL-0086
P68032,SL-0090
P82650,SL-0173
Q13637,SL-0173; SL-0172; SL-0206; SL-0205; SL-0161; SL-0160
Q14332,SL-0162; SL-0039
Q969Z0,SL-0170
Q99685,SL-0091; SL-0162
Q9C0I4,SL-0162
Q9HBH9,SL-0465; SL-0086
Q9UMX5,SL-0112; SL-0173; SL-0095
Q9Y6F1,SL-0191; SL-0468; SL-0048; SL-0046
Q8TAP6,SL-0048; SL-0046
P07202,SL-0162; SL-0310
Q9NST1,SL-0162; SL-0154
P11142,SL-0086; SL-0161; SL-0188; SL-0039; SL-0157
Q9H7H0,SL-0170
Q9NYB5,SL-0039
P10828,SL-0191
Q6P5X5,SL-0258; SL-0517
Q9NP80,SL-0097; SL-0171; SL-0203
Q9NZJ9,SL-0086
O95292,SL-0097
P35348,SL-0182; SL-0039; SL-0086; SL-0035
Q12849,SL-0170; SL-0086
Q6ZTQ3,
Q09028,SL-0191; SL-0276
Q5VWK5,SL-0039
Q16620,SL-0039; SL-0100; SL-0093; SL-0279; SL-0283; SL-0198; SL-0297
P85298,
Q8WXR4,SL-0090; SL-0302
Q96FV2,
Q9BYQ9,
Q8TAL6,SL-0243; SL-0132; SL-0095
Q5JPI3,
A0A087WSZ0,SL-0243; SL-0039
Q96L03,SL-0086
A0A0B4J1U3,SL-0243; SL-0039
Q68CR1,SL-0162
Q96H40,SL-0191
Q9BYG7,SL-0188
Q9NQ35,
Q9NXT0,SL-0191
A0A0C4DH24,SL-0243; SL-0039
Q6UX82,SL-0039; SL-0243
Q8N967,SL-0162
Q8NEK5,SL-0191
A0A286YF60,
Q8NEL0,
O43529,SL-0134
Q01968,SL-0205; SL-0093; SL-0069; SL-0458; SL-0066; SL-0088; SL-0101; SL-0266; SL-0158
Q9BTV5,SL-0048; SL-0191; SL-0086; SL-0467
Q9H0R3,SL-0162; SL-0283
O75747,SL-0162
P05089,SL-0086; SL-0281
P06732,SL-0086
Q14500,SL-0162; SL-0039; SL-0505
Q16586,SL-0238; SL-0090
Q86YS7,SL-0089; SL-0138; SL-0039; SL-0300
Q8IUC3,
Q8IW40,SL-0086; SL-0117
Q9BYR9,
Q9H079,SL-0191; SL-0448
Q9UK32,SL-0091; SL-0191
Q9UK99,SL-0191
O60832,SL-0188; SL-0031; SL-0086
O95754,SL-0039; SL-0297; SL-0197; SL-0283
P47929,SL-0086; SL-0191; SL-0243
P50749,SL-0191; SL-0086; SL-0149
P51812,SL-0191; SL-0086
P62263,SL-0086; SL-0188
P62424,SL-0086
Q05639,SL-0097
Q07001,SL-0219; SL-0039
Q6PF18,SL-0007
Q8N3P4,SL-0094
Q8N565,SL-0015; SL-0160; SL-0157; SL-0089
Q8TBY0,SL-0086
Q99747,SL-0162; SL-0132
Q9NRB3,SL-0134
O00155,SL-0039
P19447,SL-0191
P42357,
P54652,SL-0251
Q8N6G6,SL-0111
Q96SN7,SL-0039
Q9BXI3,SL-0086
Q9UQC9,SL-0039; SL-0024; SL-0038; SL-0243
P59510,SL-0111
